query	subject	qseqid	sseqid	pident	evalue	bitscore	cov_q	cov_s
170D8_P1_1	NC050154.0321	170D8_P1_1_98	NC050154.0321_00053	1	2.403e-13	62	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_97	NC050154.0321_00054	0.987	0	1097	1	0.9610619469026548
174J8_P1_2	NC050154.0321	174J8_P1_2_23	NC050154.0321_00054	0.439	3.5659999999999998e-155	500	0.9806338028169014	0.9858407079646018
170D8_P1_1	NC050154.0321	170D8_P1_1_96	NC050154.0321_00055	0.976	2.6050000000000002e-79	258	0.9027777777777778	1
170D8_P1_1	NC050154.0321	170D8_P1_1_95	NC050154.0321_00056	0.986	7.3e-103	327	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_94	NC050154.0321_00058	0.986	1.343e-79	259	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_93	NC050154.0321_00059	0.899	5.934999999999999e-137	432	1.00374531835206	1
170D8_P1_1	NC050154.0321	170D8_P1_1_92	NC050154.0321_00060	0.968	1.1090000000000001e-58	196	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_91	NC050154.0321_00061	0.977	1.5099999999999998e-206	635	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_90	NC050154.0321_00062	0.866	1.24e-53	183	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_89	NC050154.0321_00063	0.929	5.252999999999999e-129	406	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_88	NC050154.0321_00064	0.778	1.2649999999999999e-38	138	1.0106382978723405	1
170D8_P1_1	NC050154.0321	170D8_P1_1_87	NC050154.0321_00066	0.953	9.397999999999999e-194	597	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_86	NC050154.0321_00067	0.995	5.925999999999999e-157	487	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_85	NC050154.0321_00068	0.953	4.459999999999999e-183	567	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_32	NC050154.0321_00068	0.516	3.0550000000000002e-90	299	0.9966777408637874	0.9966777408637874
170D8_P1_1	NC050154.0321	170D8_P1_1_84	NC050154.0321_00069	0.921	6.151999999999999e-132	414	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_39	NC050154.0321_00069	0.462	1.606e-53	188	0.9571428571428572	0.9262672811059908
170D8_P1_1	NC050154.0321	170D8_P1_1_83	NC050154.0321_00070	0.963	1.7199999999999997e-210	647	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_40	NC050154.0321_00070	0.373	3.815e-70	242	0.9497041420118344	0.9846625766871164
170D8_P1_1	NC050154.0321	170D8_P1_1_82	NC050154.0321_00071	0.972	4.6899999999999996e-160	497	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_81	NC050154.0321_00072	0.98	2.155e-171	531	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_42	NC050154.0321_00072	0.448	3.5e-40	151	0.6818181818181818	0.6273764258555133
170D8_P1_1	NC050154.0321	170D8_P1_1_79	NC050154.0321_00077	0.979	7.045e-247	756	0.9850374064837906	0.9949622166246852
174J8_P1_2	NC050154.0321	174J8_P1_2_43	NC050154.0321_00077	0.576	4.535e-116	379	0.8222222222222222	0.8387909319899244
170D8_P1_1	NC050154.0321	170D8_P1_1_78	NC050154.0321_00078	1	4.972e-70	229	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_44	NC050154.0321_00078	0.451	1.136e-11	61	0.7209302325581395	0.5688073394495413
170D8_P1_1	NC050154.0321	170D8_P1_1_77	NC050154.0321_00080	1	4.042e-17	74	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_76	NC050154.0321_00081	0.99	4.354e-135	423	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_73	NC050154.0321_00084	0.818	3.4729999999999995e-41	146	0.8543689320388349	0.9361702127659576
174J8_P1_2	NC050154.0321	174J8_P1_2_18	NC050154.0321_00084	0.41	9.73e-8	50	0.7959183673469388	0.8297872340425532
170D8_P1_1	NC050154.0321	170D8_P1_1_70	NC050154.0321_00088	1	8.462e-31	113	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_69	NC050154.0321_00090	0.989	2.21e-117	371	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_71	NC050154.0321_00090	0.497	1.731e-48	172	1.0268817204301075	0.9947916666666666
170D8_P1_1	NC050154.0321	170D8_P1_1_68	NC050154.0321_00091	1	2.685e-24	94	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_67	NC050154.0321_00092	0.828	6.922999999999999e-105	336	0.9565217391304348	0.9753694581280788
170D8_P1_1	NC050154.0321	170D8_P1_1_66	NC050154.0321_00093	0.971	4.473e-64	212	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_65	NC050154.0321_00094	0.515	2.629e-14	72	0.5857988165680473	0.8389830508474576
170D8_P1_1	NC050154.0321	170D8_P1_1_64	NC050154.0321_00095	0.904	2.701e-122	386	0.9859154929577464	0.945945945945946
170D8_P1_1	NC050154.0321	170D8_P1_1_62	NC050154.0321_00097	0.865	3.109e-43	152	0.9175257731958762	0.978021978021978
170D8_P1_1	NC050154.0321	170D8_P1_1_61	NC050154.0321_00098	0.945	2.3769999999999997e-42	148	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_60	NC050154.0321_00099	0.99	4.4370000000000003e-72	235	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_58	NC050154.0321_00100	0.876	6.244999999999999e-133	417	0.9864864864864864	0.9521739130434784
174J8_P1_2	NC050154.0321	174J8_P1_2_49	NC050154.0321_00100	0.884	1.797e-135	425	0.96	0.9391304347826088
170D8_P1_1	NC050154.0321	170D8_P1_1_57	NC050154.0321_00101	0.975	4.9229999999999996e-225	689	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_60	NC050154.0321_00101	0.384	3.729e-67	234	0.9827089337175792	1.0302114803625375
170D8_P1_1	NC050154.0321	170D8_P1_1_52	NC050154.0321_00105	0.913	2.3259999999999997e-41	145	1	0.971830985915493
170D8_P1_1	NC050154.0321	170D8_P1_1_51	NC050154.0321_00107	0.438	3.3999999999999997e-44	162	1.0960698689956332	0.6972222222222222
170D8_P1_1	NC050154.0321	170D8_P1_1_42	NC050154.0321_00111	0.937	8.441e-79	256	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_41	NC050154.0321_00113	1	7.357999999999999e-41	143	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_57	NC050154.0321_00113	1	7.357999999999999e-41	143	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_40	NC050154.0321_00114	0.903	7.544e-69	227	0.984126984126984	0.984126984126984
174J8_P1_2	NC050154.0321	174J8_P1_2_58	NC050154.0321_00114	0.992	5.547e-76	248	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_59	NC050154.0321_00115	0.949	4.6719999999999996e-29	109	1	0.9076923076923076
170D8_P1_1	NC050154.0321	170D8_P1_1_39	NC050154.0321_00116	0.968	2.77e-159	496	0.9586466165413534	0.9883720930232558
174J8_P1_2	NC050154.0321	174J8_P1_2_86	NC050154.0321_00116	0.477	4.0300000000000005e-71	241	0.9431818181818182	0.9651162790697676
170D8_P1_1	NC050154.0321	170D8_P1_1_38	NC050154.0321_00117	0.857	2.029e-70	237	0.5727272727272728	0.863013698630137
170D8_P1_1	NC050154.0321	170D8_P1_1_37	NC050154.0321_00118	0.944	7.859999999999999e-101	321	0.9939024390243902	0.9939024390243902
170D8_P1_1	NC050154.0321	170D8_P1_1_36	NC050154.0321_00119	0.993	2.757e-103	328	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_35	NC050154.0321_00120	1	6.95e-71	232	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_34	NC050154.0321_00121	0.994	2.5759999999999993e-226	694	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_69	NC050154.0321_00121	0.413	3.4819999999999997e-65	228	0.9387755102040816	0.9415204678362572
170D8_P1_1	NC050154.0321	170D8_P1_1_15	NC050154.0321_00022	1	3.183e-49	168	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_16	NC050154.0321_00021	0.987	3.403999999999999e-150	468	1	1
170D8_P1_1	NC005856.0321	170D8_P1_1_3	NC005856.0321_00031	0.817	3.028e-92	297	1	1
170D8_P1_1	NC050154.0321	170D8_P1_1_3	NC050154.0321_00037	0.8	2.0100000000000003e-91	295	1	0.9943181818181818
170D8_P1_1	NC050154.0321	170D8_P1_1_4	NC050154.0321_00035	0.614	1.559e-186	583	1.246341463414634	1.0098814229249011
170D8_P1_1	NC005856.0321	170D8_P1_1_71	NC005856.0321_00044	0.627	1.584e-20	85	0.8309859154929577	0.8082191780821918
170D8_P1_1	NC050154.0321	170D8_P1_1_71	NC050154.0321_00086	0.971	9.398999999999999e-45	154	0.9859154929577464	0.9859154929577464
170D8_P1_1	NC050154.0321	170D8_P1_1_72	NC050154.0321_00085	0.853	4.402999999999999e-173	538	1.0162337662337662	1
174J8_P1_2	NC005856.0321	174J8_P1_2_12	NC005856.0321_00044	0.958	6.021e-46	158	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_12	NC050154.0321_00022	0.59	2.045e-18	79	0.8356164383561644	0.8243243243243243
174J8_P1_2	NC005856.0321	174J8_P1_2_13	NC005856.0321_00045	0.904	1.0209999999999999e-196	608	1.0087209302325582	1
174J8_P1_2	NC005856.0321	174J8_P1_2_14	NC005856.0321_00047	0.992	1.061e-172	535	1	1
174J8_P1_2	NC050154.0321	174J8_P1_2_64	NC050154.0321_00086	0.681	2.845e-26	102	0.9041095890410958	0.9295774647887324
