seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP117610	114713	No terminal repeats	NA	132	11	0.9711	NA	18	114.9443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP047663	90674	No terminal repeats	NA	111	11	0.9711	NA	3	79.4405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081707	94797	No terminal repeats	NA	99	11	0.9711	NA	18	79.1058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083150	42790	No terminal repeats	NA	65	11	0.9711	NA	11	62.6352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117614	48036	No terminal repeats	NA	58	11	0.9711	NA	18	66.5338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058654	89623	No terminal repeats	NA	106	11	0.9711	NA	4	75.9118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041423	110902	No terminal repeats	NA	125	11	0.9711	NA	17	107.5929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072464	111878	No terminal repeats	NA	125	11	0.9711	NA	16	93.2542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070546	109710	No terminal repeats	NA	132	11	0.9711	NA	18	102.8541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024264	72060	No terminal repeats	NA	92	11	0.9711	NA	6	80.4361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP094518	46622	No terminal repeats	NA	75	11	0.9711	NA	6	46.4431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027791	31204	No terminal repeats	NA	36	11	0.9711	NA	11	34.0025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP035876	96149	No terminal repeats	NA	118	11	0.971	NA	6	83.0766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103753	107862	No terminal repeats	NA	129	11	0.971	NA	17	101.8021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010144	114159	No terminal repeats	NA	119	11	0.971	NA	18	94.409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027615	108623	No terminal repeats	NA	130	11	0.971	NA	15	103.461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054611	45787	No terminal repeats	NA	71	11	0.971	NA	6	40.4815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025868	100473	No terminal repeats	NA	118	11	0.971	NA	18	93.6642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LT906557	89743	No terminal repeats	NA	109	11	0.971	NA	4	77.5026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072895	37120	No terminal repeats	NA	54	11	0.971	NA	13	71.693	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083502	112107	No terminal repeats	NA	124	11	0.971	NA	15	111.2803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080340	43201	No terminal repeats	NA	60	11	0.971	NA	12	71.7307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_018516|provirus_304946_349407	44462	Provirus	304946-349407	64	11	0.971	NA	0	9.2637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
NZ_CP058197|provirus_19113_49723	30611	Provirus	19113-49723	44	11	0.971	NA	18	48.8744	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092691	92357	No terminal repeats	NA	113	11	0.9709	NA	3	78.6033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095139	110850	No terminal repeats	NA	134	11	0.9709	NA	17	114.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021714	106541	No terminal repeats	NA	120	11	0.9709	NA	15	91.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015755	109349	No terminal repeats	NA	126	11	0.9709	NA	14	95.2491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP018804	92925	No terminal repeats	NA	115	11	0.9709	NA	3	86.1731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP042573	114054	No terminal repeats	NA	135	11	0.9709	NA	15	103.0616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054975	109938	No terminal repeats	NA	118	11	0.9709	NA	15	90.5896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080373	95348	No terminal repeats	NA	102	11	0.9709	NA	4	64.1692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058309	109907	No terminal repeats	NA	130	11	0.9708	NA	17	105.8211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081704	43680	No terminal repeats	NA	63	11	0.9708	NA	19	78.4531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032875	92538	No terminal repeats	NA	117	11	0.9708	NA	4	88.3983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025794	112496	No terminal repeats	NA	136	11	0.9708	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025829	112496	No terminal repeats	NA	136	11	0.9708	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019188	95279	No terminal repeats	NA	114	11	0.9708	NA	6	77.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025835	112496	No terminal repeats	NA	136	11	0.9708	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011655	109688	No terminal repeats	NA	134	11	0.9708	NA	16	104.697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014490	109910	No terminal repeats	NA	125	11	0.9708	NA	18	115.6974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP024176	110494	No terminal repeats	NA	125	11	0.9708	NA	15	90.9638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025940	13003	No terminal repeats	NA	23	11	0.9708	NA	0	12.7575	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP029421	101340	No terminal repeats	NA	116	11	0.9708	NA	17	87.0258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022089	110167	No terminal repeats	NA	130	11	0.9707	NA	17	114.3767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058165|provirus_1_25567	25567	Provirus	1-25567	31	11	0.9707	NA	3	22.2849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025870	100470	No terminal repeats	NA	118	11	0.9707	NA	18	93.6642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086483	89996	No terminal repeats	NA	112	11	0.9707	NA	5	80.8896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077708	96045	No terminal repeats	NA	108	11	0.9707	NA	6	68.0522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092628	92361	No terminal repeats	NA	113	11	0.9707	NA	3	78.6033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_015969	32574	No terminal repeats	NA	38	11	0.9707	NA	20	47.893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070074	115209	No terminal repeats	NA	126	11	0.9707	NA	17	105.6899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100523	109936	No terminal repeats	NA	116	11	0.9707	NA	14	87.1159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086286	111695	No terminal repeats	NA	123	11	0.9707	NA	15	99.0147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890200	95734	No terminal repeats	NA	112	11	0.9707	NA	6	74.8806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP100480	109936	No terminal repeats	NA	116	11	0.9707	NA	14	87.1159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058547|provirus_2_40967	40966	Provirus	2-40967	46	11	0.9706	NA	4	32.13	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081702	94799	No terminal repeats	NA	100	11	0.9706	NA	18	79.1058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056699	94137	No terminal repeats	NA	112	11	0.9706	NA	6	87.0675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025894	100473	No terminal repeats	NA	118	11	0.9706	NA	18	93.6642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070136	48183	No terminal repeats	NA	69	11	0.9706	NA	15	60.8732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103765	48945	No terminal repeats	NA	72	11	0.9706	NA	16	67.4874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP075943	40699	No terminal repeats	NA	57	11	0.9706	NA	6	49.7712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110052	29025	ITR	NA	47	11	0.9706	NA	3	33.6627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062206	48103	No terminal repeats	NA	69	11	0.9706	NA	18	63.4549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083093	14897	No terminal repeats	NA	26	11	0.9706	NA	0	18.3089	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP114132|provirus_352961_372838	19878	Provirus	352961-372838	30	11	0.9706	NA	7	32.5332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025215	110874	No terminal repeats	NA	123	11	0.9706	NA	17	105.933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019275|provirus_542_33252	32711	Provirus	542-33252	49	11	0.9706	NA	24	51.0493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122519	114110	No terminal repeats	NA	120	11	0.9706	NA	15	100.5624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030322	108422	No terminal repeats	NA	119	11	0.9705	NA	15	99.7555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LT906558	61544	No terminal repeats	NA	78	11	0.9705	NA	17	82.9183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018314	68601	No terminal repeats	NA	74	11	0.9705	NA	13	69.5148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031350|provirus_159620_187273	27654	Provirus	159620-187273	38	11	0.9705	NA	11	49.9273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092768	107781	No terminal repeats	NA	119	11	0.9705	NA	15	100.7466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092756	107781	No terminal repeats	NA	119	11	0.9705	NA	15	100.7466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092762	107781	No terminal repeats	NA	119	11	0.9705	NA	15	100.7466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021945	112868	No terminal repeats	NA	119	11	0.9705	NA	14	90.5586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP066145	48488	No terminal repeats	NA	69	11	0.9705	NA	19	61.7274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP065450	109941	No terminal repeats	NA	118	11	0.9705	NA	15	90.445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025825	112484	No terminal repeats	NA	137	11	0.9705	NA	18	94.6472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101923	111928	No terminal repeats	NA	128	11	0.9705	NA	17	109.3644	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027223	72543	No terminal repeats	NA	102	11	0.9705	NA	6	65.3322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048417	110347	No terminal repeats	NA	134	11	0.9705	NA	16	106.8081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101852	45499	No terminal repeats	NA	60	11	0.9705	NA	13	50.3132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017988	73221	No terminal repeats	NA	78	11	0.9704	NA	13	67.0838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055602	46375	No terminal repeats	NA	65	11	0.9704	NA	15	60.1012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_004721	15274	No terminal repeats	NA	24	11	0.9704	NA	1	22.7981	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP069570	90593	No terminal repeats	NA	106	11	0.9704	NA	5	63.0368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP040567	105670	No terminal repeats	NA	130	11	0.9704	NA	16	106.88720000000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048733	38345	No terminal repeats	NA	50	11	0.9704	NA	9	40.9511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058356	112466	No terminal repeats	NA	124	11	0.9704	NA	19	110.4207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033346	109917	No terminal repeats	NA	127	11	0.9704	NA	18	105.4273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104406	110892	No terminal repeats	NA	131	11	0.9704	NA	15	103.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR134212	25090	No terminal repeats	NA	42	11	0.9704	NA	5	40.0805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP080083	93332	No terminal repeats	NA	109	11	0.9704	NA	7	71.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020118	111212	No terminal repeats	NA	123	11	0.9704	NA	17	104.4407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025883	100473	No terminal repeats	NA	118	11	0.9704	NA	19	94.9695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029365	89248	No terminal repeats	NA	106	11	0.9704	NA	3	73.9018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024460	112745	No terminal repeats	NA	124	11	0.9704	NA	15	98.4546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104667	91750	No terminal repeats	NA	115	11	0.9704	NA	5	83.1651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083516	3888	No terminal repeats	NA	7	11	0.9704	NA	1	8.9361	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010095	46979	No terminal repeats	NA	71	11	0.9703	NA	11	67.1967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117002	108353	No terminal repeats	NA	122	11	0.9703	NA	16	99.0445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017778|provirus_201_80548	80348	Provirus	201-80548	88	11	0.9703	NA	15	70.1668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025771	112488	No terminal repeats	NA	137	11	0.9703	NA	18	97.737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030183	94179	No terminal repeats	NA	102	11	0.9703	NA	4	68.6793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032191	78188	No terminal repeats	NA	82	11	0.9703	NA	15	67.503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP040597	111583	No terminal repeats	NA	120	11	0.9703	NA	15	99.289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP022217	92332	No terminal repeats	NA	112	11	0.9703	NA	3	76.8851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009051	97258	No terminal repeats	NA	110	11	0.9703	NA	4	72.0695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP010153	114159	No terminal repeats	NA	119	11	0.9703	NA	18	94.409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059316	109568	No terminal repeats	NA	117	11	0.9703	NA	15	93.9686	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110356|provirus_39645_123163	83519	Provirus	39645-123163	93	11	0.9703	NA	12	70.449700000000007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027129	5193	No terminal repeats	NA	9	11	0.9703	NA	2	8.3244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114804	106254	No terminal repeats	NA	130	11	0.9703	NA	15	101.6102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP028433	120253	No terminal repeats	NA	144	11	0.9703	NA	18	113.7892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP089937	35983	No terminal repeats	NA	50	11	0.9702	NA	15	51.3296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082792	106931	No terminal repeats	NA	116	11	0.9702	NA	14	91.4181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032225	108879	No terminal repeats	NA	122	11	0.9702	NA	15	95.6388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104404	110885	No terminal repeats	NA	131	11	0.9702	NA	15	103.9871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014995	109917	No terminal repeats	NA	127	11	0.9702	NA	18	105.4273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103696	114012	No terminal repeats	NA	129	11	0.9702	NA	17	107.1114	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP050417	52509	No terminal repeats	NA	77	11	0.9702	NA	10	92.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890314	109877	No terminal repeats	NA	124	11	0.9702	NA	15	100.6863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019274	15162	No terminal repeats	NA	20	11	0.9702	NA	16	24.3375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090193|provirus_31438_113940	82503	Provirus	31438-113940	101	11	0.9702	NA	15	75.4521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP090147|provirus_36795_119297	82503	Provirus	36795-119297	101	11	0.9702	NA	15	75.4521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086513	90446	No terminal repeats	NA	113	11	0.9702	NA	5	80.8896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062833|provirus_3_67928	67926	Provirus	3-67928	87	11	0.9702	NA	2	47.0318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056401|provirus_1_27750	27750	Provirus	1-27750	36	11	0.9702	NA	3	23.303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058659	89623	No terminal repeats	NA	105	11	0.9701	NA	3	75.0102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023151	54548	No terminal repeats	NA	59	11	0.9701	NA	15	58.9146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081792	94799	No terminal repeats	NA	99	11	0.9701	NA	18	79.1058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP089851|provirus_230880_278251	47372	Provirus	230880-278251	67	11	0.9701	NA	13	52.3007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP114132|provirus_157660_225516	67857	Provirus	157660-225516	98	11	0.9701	NA	22	95.7636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063873	112160	No terminal repeats	NA	119	11	0.9701	NA	14	88.7784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020522	95146	No terminal repeats	NA	109	11	0.9701	NA	4	63.8734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018715	80892	No terminal repeats	NA	83	11	0.9701	NA	13	72.1819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084809	115603	No terminal repeats	NA	133	11	0.9701	NA	17	98.5606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063402	44650	No terminal repeats	NA	78	11	0.97	NA	8	44.189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117014	95886	No terminal repeats	NA	115	11	0.97	NA	5	81.9073	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063853	110270	No terminal repeats	NA	117	11	0.97	NA	15	97.6532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081011	49741	No terminal repeats	NA	72	11	0.97	NA	17	62.3386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP009073	48488	No terminal repeats	NA	70	11	0.97	NA	20	63.4472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP013030	97704	No terminal repeats	NA	118	11	0.97	NA	6	77.0854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP068597	48499	No terminal repeats	NA	61	11	0.97	NA	19	77.6555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP057563	95926	No terminal repeats	NA	112	11	0.97	NA	4	71.298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP047413|provirus_126516_170935	44420	Provirus	126516-170935	63	11	0.97	NA	12	50.6251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP057567	95926	No terminal repeats	NA	112	11	0.97	NA	4	70.4295	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP006904	40142	No terminal repeats	NA	62	11	0.97	NA	15	58.6028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097705	111090	No terminal repeats	NA	121	11	0.97	NA	14	103.0613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116198	113249	No terminal repeats	NA	123	11	0.97	NA	17	106.8679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077310	111400	No terminal repeats	NA	134	11	0.97	NA	15	103.0616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058189|provirus_35844_62767	26924	Provirus	35844-62767	35	11	0.9699	NA	17	43.8191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031074	41246	No terminal repeats	NA	55	11	0.9699	NA	9	46.3785	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081717	16403	No terminal repeats	NA	24	11	0.9699	NA	13	29.703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW969661	107836	No terminal repeats	NA	119	11	0.9699	NA	15	99.3015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038503	29128	No terminal repeats	NA	55	11	0.9699	NA	7	41.7368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095442	51458	No terminal repeats	NA	79	11	0.9699	NA	15	72.2291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890206	95815	No terminal repeats	NA	116	11	0.9699	NA	4	78.0606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097699	113123	No terminal repeats	NA	125	11	0.9699	NA	15	101.1768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP019891	112190	No terminal repeats	NA	133	11	0.9699	NA	18	95.2135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103524	48945	No terminal repeats	NA	72	11	0.9699	NA	16	67.4874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092511	92361	No terminal repeats	NA	113	11	0.9699	NA	3	78.6033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043337	90994	No terminal repeats	NA	104	11	0.9699	NA	5	68.6465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890273	92830	No terminal repeats	NA	119	11	0.9698	NA	6	87.2032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103659	109579	No terminal repeats	NA	118	11	0.9698	NA	17	97.9654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056853|provirus_129031_162443	33413	Provirus	129031-162443	50	11	0.9698	NA	15	60.9484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
