V1,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
7717,NZ_CP072947,Unassigned,Unassigned,Unassigned,282_0,Clustered,23,VC_282_0,23,0.5695,1,0.5695,0,0,0,1
7718,NZ_CP072948,Unassigned,Unassigned,Unassigned,1520_0,Clustered,30,VC_1520_0,30,0.9846,1,0.9846,0,0,0,1
7719,NZ_CP072962,Unassigned,Unassigned,Unassigned,27_40,Clustered/Singleton,1,VC_27_40,1,0,1,0,0,0,0,1
7720,NZ_CP072964,Unassigned,Unassigned,Unassigned,1841_0,Clustered,14,VC_1841_0,14,0.9106,0.99999998,0.9106,0,0,0,1
7721,NZ_CP072965,Unassigned,Unassigned,Unassigned,1842_0,Clustered,15,VC_1842_0,15,1,1,1,0,0,0,1
7722,NZ_CP072966,Unassigned,Unassigned,Unassigned,1185_0,Clustered,57,VC_1185_0,57,0.9756,1,0.9756,0,0,0,1
7723,NZ_CP072967,Unassigned,Unassigned,Unassigned,1726_0,Clustered,18,VC_1726_0,18,0.8456,1,0.8456,0,0,0,1
7724,NZ_CP072968,Unassigned,Unassigned,Unassigned,910_0,Clustered,83,VC_910_0,83,0.9655,1,0.9655,0,0,0,1
7725,NZ_CP072969,Unassigned,Unassigned,Unassigned,1894_0,Clustered,6,VC_1894_0,6,0.6772,1,0.6772,0,0,0,1
7726,NZ_CP072971,Unassigned,Unassigned,Unassigned,27_16,Clustered,3,VC_27_16,3,0.0038,0.99652202,0.0038,0,0,0,1
7727,NZ_CP072972,Unassigned,Unassigned,Unassigned,77_10,Clustered,35,VC_77_10,35,0.22,1,0.22,0,0,0,0.8857
7728,NZ_CP072973,Unassigned,Unassigned,Unassigned,910_0,Clustered,83,VC_910_0,83,0.9655,1,0.9655,0,0,0,1
7729,NZ_CP024813,Unassigned,Unassigned,Unassigned,27_10,Clustered,9,VC_27_10,9,0.0134,1,0.0134,0,0,0,1
7730,NZ_CP024814,Unassigned,Unassigned,Unassigned,91_1,Clustered,309,VC_91_1,309,0.869,1,0.869,0,0,0,0.9997
7731,NZ_CP025224,Unassigned,Unassigned,Unassigned,735_1,Clustered,3,VC_735_1,3,0.1905,0.99715241,0.1899,0,0,0,1
7732,NZ_CP023513,Unassigned,Unassigned,Unassigned,2046_0,Clustered,2,VC_2046_0,2,0.3656,0.9262493,0.3387,0,0,0,1
7733,NZ_CP033741,Unassigned,Unassigned,Unassigned,259_0,Clustered,28,VC_259_0,28,0.3936,1,0.3936,0,0,0,0.9577
7734,NZ_AP019635,Unassigned,Unassigned,Unassigned,338_0,Clustered,2,VC_338_0,2,0.0393,0.95418704,0.0375,0,0,0,1
7735,NZ_CP040462,Unassigned,Unassigned,Unassigned,735_0,Clustered,2,VC_735_0,2,0.1487,0.95686015,0.1423,0,0,0,1
7736,NZ_CP042503,Unassigned,Unassigned,Unassigned,282_0,Clustered,23,VC_282_0,23,0.5695,1,0.5695,0,0,0,1
7737,NZ_CP042504,Unassigned,Unassigned,Unassigned,910_0,Clustered,83,VC_910_0,83,0.9655,1,0.9655,0,0,0,1
7738,NZ_CP042840,Unassigned,Unassigned,Unassigned,197_3,Clustered/Singleton,1,VC_197_3,1,0,1,0,0,0,0,1
7739,NZ_CP042838,Unassigned,Unassigned,Unassigned,1531_0,Clustered,5,VC_1531_0,5,0.2539,0.99973424,0.2539,0,0,0,1
7740,NZ_CP042836,Unassigned,Unassigned,Unassigned,614_0,Clustered,2,VC_614_0,2,0.026,0.95742695,0.0249,0,0,0,1
7741,NZ_CP042837,Unassigned,Unassigned,Unassigned,614_0,Clustered,2,VC_614_0,2,0.026,0.95742695,0.0249,0,0,0,1
7742,NZ_CP056553,Unassigned,Unassigned,Unassigned,34_6,Clustered,4,VC_34_6,4,0.0215,0.99998874,0.0215,0,0,0,0.8333
7743,NZ_CP056554,Unassigned,Unassigned,Unassigned,874_0,Clustered,65,VC_874_0,65,0.8116,1,0.8116,0,0,0,1
7744,NZ_CP055884,Unassigned,Unassigned,Unassigned,34_60,Clustered/Singleton,1,VC_34_60,1,0,1,0,0,0,0,1
7745,NZ_CP055885,Unassigned,Unassigned,Unassigned,1449_0,Clustered,19,VC_1449_0,19,0.7344,1,0.7344,0,0,0,1
7746,NZ_CP055887,Unassigned,Unassigned,Unassigned,282_0,Clustered,23,VC_282_0,23,0.5695,1,0.5695,0,0,0,1
7747,NZ_CP070352,Unassigned,Unassigned,Unassigned,151_43,Clustered/Singleton,1,VC_151_43,1,0,1,0,0,0,0,1
7748,NZ_CP074171,Unassigned,Unassigned,Unassigned,338_1,Clustered,3,VC_338_1,3,0.0725,0.99861482,0.0724,0,0,0,1
7749,NZ_CP074174,Unassigned,Unassigned,Unassigned,474_0,Clustered,3,VC_474_0,3,0.0349,0.998929,0.0349,0,0,0,1
7750,NZ_CP074160,Unassigned,Unassigned,Unassigned,338_1,Clustered,3,VC_338_1,3,0.0725,0.99861482,0.0724,0,0,0,1
7751,NZ_CP074162,Unassigned,Unassigned,Unassigned,474_0,Clustered,3,VC_474_0,3,0.0349,0.998929,0.0349,0,0,0,1
7752,NZ_CP074163,Unassigned,Unassigned,Unassigned,2259_0,Clustered,2,VC_2259_0,2,0.4684,0.85557782,0.4007,0,0,0,1
7753,NZ_CP074165,Unassigned,Unassigned,Unassigned,584_0,Clustered,3,VC_584_0,3,0.011,0.99981095,0.011,0,0,0,1
7754,NZ_CP074166,Unassigned,Unassigned,Unassigned,584_0,Clustered,3,VC_584_0,3,0.011,0.99981095,0.011,0,0,0,1
7755,NZ_CP074151,Unassigned,Unassigned,Unassigned,445_0,Clustered,2,VC_445_0,2,0.0146,0.95694622,0.0139,0,0,0,1
7756,NZ_CP074152,Unassigned,Unassigned,Unassigned,565_0,Clustered,3,VC_565_0,3,0.091,0.99786317,0.0908,0,0,0,1
7757,NZ_CP074153,Unassigned,Unassigned,Unassigned,1893_0,Clustered,5,VC_1893_0,5,0.323,0.99986982,0.323,0,0,0,1
7758,NZ_CP091320,Unassigned,Unassigned,Unassigned,27_34,Clustered,24,VC_27_34,24,0.0447,1,0.0447,0,0,0,0.9565
7759,NZ_CP091322,Unassigned,Unassigned,Unassigned,77_0,Clustered,25,VC_77_0,25,0.1933,1,0.1933,0,0,0,0.9933
7760,NZ_CP091323,Unassigned,Unassigned,Unassigned,1230_0,Clustered,8,VC_1230_0,8,0.4965,1,0.4965,0,0,0,1
7761,NZ_CP091324,Unassigned,Unassigned,Unassigned,1517_0,Clustered,31,VC_1517_0,31,1,1,1,0,0,0,1
7762,NZ_CP091325,Unassigned,Unassigned,Unassigned,2328_0,Clustered,3,VC_2328_0,3,0.6636,0.9639009,0.6396,0,0,0,1
7763,NZ_CP104978,Unassigned,Unassigned,Unassigned,1893_0,Clustered,5,VC_1893_0,5,0.323,0.99986982,0.323,0,0,0,1
7764,NZ_CP104979,Unassigned,Unassigned,Unassigned,175_0,Clustered,14,VC_175_0,14,0.4139,1,0.4139,0,0,0,1
7765,NZ_CP021875,Unassigned,Unassigned,Unassigned,976_0,Clustered,2,VC_976_0,2,0.1708,0.5,0.0854,0,0,0,1
7766,NZ_CP021877,Unassigned,Unassigned,Unassigned,976_0,Clustered,2,VC_976_0,2,0.1708,0.5,0.0854,0,0,0,1
7767,NZ_CP031358,Unassigned,Unassigned,Unassigned,1081_0,Clustered/Singleton,1,VC_1081_0,1,0,1,0,0,0,0,1
7768,NC_014304,Unassigned,Unassigned,Unassigned,169_5,Clustered,4,VC_169_5,4,0.1235,0.99998516,0.1235,0,0,0,1
7769,NZ_CP022727,Unassigned,Unassigned,Unassigned,516_0,Clustered,3,VC_516_0,3,0.0953,0.99856359,0.0952,0,0,0,1
7770,NZ_CP082142,Unassigned,Unassigned,Unassigned,516_0,Clustered,3,VC_516_0,3,0.0953,0.99856359,0.0952,0,0,0,1
7771,NZ_CP101614,Unassigned,Unassigned,Unassigned,516_0,Clustered,3,VC_516_0,3,0.0953,0.99856359,0.0952,0,0,0,1
7772,NC_013265,Unassigned,Unassigned,Unassigned,2247_0,Clustered,3,VC_2247_0,3,0.5025,0.65073232,0.327,0,0,0,1
7773,NC_013264,Unassigned,Unassigned,Unassigned,2247_0,Clustered,3,VC_2247_0,3,0.5025,0.65073232,0.327,0,0,0,1
7774,NZ_AP024332,Unassigned,Unassigned,Unassigned,516_1,Clustered,3,VC_516_1,3,0.0893,0.99855845,0.0891,0,0,0,1
7775,NZ_AP024330,Unassigned,Unassigned,Unassigned,516_1,Clustered,3,VC_516_1,3,0.0893,0.99855845,0.0891,0,0,0,1
7776,NZ_CP085628,Unassigned,Unassigned,Unassigned,516_1,Clustered,3,VC_516_1,3,0.0893,0.99855845,0.0891,0,0,0,1
7777,NC_017446,Unassigned,Unassigned,Unassigned,2247_0,Clustered,3,VC_2247_0,3,0.5025,0.65073232,0.327,0,0,0,1
7778,NZ_CP046510,Unassigned,Unassigned,Unassigned,516_2,Clustered/Singleton,1,VC_516_2,1,0,1,0,0,0,0,1
7779,NC_010696,Unassigned,Unassigned,Unassigned,69_0,Clustered,9,VC_69_0,9,0.7769,1,0.7769,0,0,0,1
7780,NC_010695,Unassigned,Unassigned,Unassigned,1008_0,Clustered,50,VC_1008_0,50,0.9181,1,0.9181,0,0,0,1
7781,NZ_CP089935,Unassigned,Unassigned,Unassigned,196_1,Clustered,4,VC_196_1,4,0.0664,0.99998726,0.0664,0,0,0,0.8333
7782,NZ_CP089939,Unassigned,Unassigned,Unassigned,874_0,Clustered,65,VC_874_0,65,0.8116,1,0.8116,0,0,0,1
7783,NZ_CP089943,Unassigned,Unassigned,Unassigned,196_1,Clustered,4,VC_196_1,4,0.0664,0.99998726,0.0664,0,0,0,0.8333
7784,NZ_CP089945,Unassigned,Unassigned,Unassigned,1428_0,Clustered,5,VC_1428_0,5,0.5897,0.9999999,0.5897,0,0,0,1
7785,NZ_CP089947,Unassigned,Unassigned,Unassigned,874_0,Clustered,65,VC_874_0,65,0.8116,1,0.8116,0,0,0,1
7786,NZ_CP024285,Unassigned,Unassigned,Unassigned,26_55,Clustered,35,VC_26_55,35,0.1118,1,0.1118,0,0,0,0.8807
7787,NZ_CP024287,Unassigned,Unassigned,Unassigned,42_44,Clustered/Singleton,1,VC_42_44,1,0,1,0,0,0,0,1
7788,NZ_CP024286,Unassigned,Unassigned,Unassigned,42_58,Clustered/Singleton,1,VC_42_58,1,0,1,0,0,0,0,1
7789,NZ_CP024284,Unassigned,Unassigned,Unassigned,42_3,Clustered/Singleton,1,VC_42_3,1,0,1,0,0,0,0,1
7790,NZ_CP024283,Unassigned,Unassigned,Unassigned,734_0,Clustered,35,VC_734_0,35,0.9022,1,0.9022,0,0,0,1
7791,NZ_CP025677,Unassigned,Unassigned,Unassigned,6_14,Clustered,51,VC_6_14,51,0.0879,1,0.0879,0,0,0,0.982
7792,NZ_CP025679,Unassigned,Unassigned,Unassigned,268_0,Clustered,109,VC_268_0,109,0.5778,1,0.5778,0,0,0,0.9093
7793,NZ_CP030784,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7794,NZ_CP030785,Unassigned,Unassigned,Unassigned,20_5,Clustered/Singleton,1,VC_20_5,1,0,1,0,0,0,0,1
7795,NZ_CP030782,Unassigned,Unassigned,Unassigned,42_90,Clustered/Singleton,1,VC_42_90,1,0,1,0,0,0,0,1
7796,NZ_CP034163,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7797,NZ_CP034164,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7798,NZ_CP070286,Unassigned,Unassigned,Unassigned,314_0,Clustered,2,VC_314_0,2,0.0275,0.95796831,0.0264,0,0,0,1
7799,NZ_CP070285,Unassigned,Unassigned,Unassigned,20_1,Clustered,2,VC_20_1,2,0.029,0.95808034,0.0278,0,0,0,1
7800,NZ_CP070283,Unassigned,Unassigned,Unassigned,314_0,Clustered,2,VC_314_0,2,0.0275,0.95796831,0.0264,0,0,0,1
7801,NZ_CP070282,Unassigned,Unassigned,Unassigned,20_1,Clustered,2,VC_20_1,2,0.029,0.95808034,0.0278,0,0,0,1
7802,NZ_CP070291,Unassigned,Unassigned,Unassigned,68_24,Clustered/Singleton,1,VC_68_24,1,0,1,0,0,0,0,1
7803,NZ_CP070289,Unassigned,Unassigned,Unassigned,16_3,Clustered,8,VC_16_3,8,0.0338,1,0.0338,0,0,0,1
7804,NZ_CP070295,Unassigned,Unassigned,Unassigned,68_78,Clustered,2,VC_68_78,2,0.0047,0.95796232,0.0045,0,0,0,1
7805,NZ_CP070297,Unassigned,Unassigned,Unassigned,28_55,Clustered,34,VC_28_55,34,0.042,1,0.042,0,0,0,1
7806,NZ_CP070300,Unassigned,Unassigned,Unassigned,6_14,Clustered,51,VC_6_14,51,0.0879,1,0.0879,0,0,0,0.982
7807,NZ_CP070299,Unassigned,Unassigned,Unassigned,26_79,Clustered,25,VC_26_79,25,0.082,1,0.082,0,0,0,0.9567
7808,NZ_CP070298,Unassigned,Unassigned,Unassigned,19_1,Clustered/Singleton,1,VC_19_1,1,0,1,0,0,0,0,1
7809,NZ_CP043260,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7810,NZ_CP043264,Unassigned,Unassigned,Unassigned,68_21,Clustered/Singleton,1,VC_68_21,1,0,1,0,0,0,0,1
7811,NZ_CP043263,Unassigned,Unassigned,Unassigned,26_65,Clustered,2,VC_26_65,2,0.0021,0.95815404,0.002,0,0,0,1
7812,NZ_CP043270,Unassigned,Unassigned,Unassigned,42_112,Clustered/Singleton,1,VC_42_112,1,0,1,0,0,0,0,1
7813,NZ_CP043269,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7814,NZ_CP043268,Unassigned,Unassigned,Unassigned,26_23,Clustered,33,VC_26_23,33,0.1052,1,0.1052,0,0,0,0.9337
7815,NZ_CP043273,Unassigned,Unassigned,Unassigned,42_113,Clustered/Singleton,1,VC_42_113,1,0,1,0,0,0,0,1
7816,NZ_CP043272,Unassigned,Unassigned,Unassigned,68_16,Clustered/Singleton,1,VC_68_16,1,0,1,0,0,0,0,1
7817,NZ_CP099870,Unassigned,Unassigned,Unassigned,68_20,Clustered,5,VC_68_20,5,0.0253,0.99999998,0.0253,0,0,0,1
7818,NZ_CP099869,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7819,NZ_CP099872,Unassigned,Unassigned,Unassigned,42_75,Clustered/Singleton,1,VC_42_75,1,0,1,0,0,0,0,1
7820,NZ_CP099873,Unassigned,Unassigned,Unassigned,734_0,Clustered,35,VC_734_0,35,0.9022,1,0.9022,0,0,0,1
7821,NZ_CP099875,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7822,NZ_CP099876,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7823,NZ_CP099878,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7824,NZ_CP099879,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7825,NZ_CP099881,Unassigned,Unassigned,Unassigned,68_20,Clustered,5,VC_68_20,5,0.0253,0.99999998,0.0253,0,0,0,1
7826,NZ_CP099882,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7827,NZ_CP099884,Unassigned,Unassigned,Unassigned,68_20,Clustered,5,VC_68_20,5,0.0253,0.99999998,0.0253,0,0,0,1
7828,NZ_CP099885,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7829,NZ_CP099888,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7830,NZ_CP099889,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7831,NZ_CP099891,Unassigned,Unassigned,Unassigned,193_0,Clustered,2,VC_193_0,2,0.0407,0.95733267,0.039,0,0,0,1
7832,NZ_CP099893,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7833,NZ_CP099894,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7834,NZ_CP099896,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7835,NZ_CP099897,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7836,NZ_CP099899,Unassigned,Unassigned,Unassigned,398_4,Clustered,34,VC_398_4,34,0.2339,1,0.2339,0,0,0,0.8556
7837,NZ_CP099902,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7838,NZ_CP099901,Unassigned,Unassigned,Unassigned,268_0,Clustered,109,VC_268_0,109,0.5778,1,0.5778,0,0,0,0.9093
7839,NZ_CP099900,Unassigned,Unassigned,Unassigned,12_0,Clustered,39,VC_12_0,39,0.5835,1,0.5835,0,0,0,1
7840,NZ_CP099904,Unassigned,Unassigned,Unassigned,68_20,Clustered,5,VC_68_20,5,0.0253,0.99999998,0.0253,0,0,0,1
7841,NZ_CP099905,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7842,NZ_CP099909,Unassigned,Unassigned,Unassigned,68_20,Clustered,5,VC_68_20,5,0.0253,0.99999998,0.0253,0,0,0,1
7843,NZ_CP099908,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7844,NZ_CP099911,Unassigned,Unassigned,Unassigned,42_8,Clustered,7,VC_42_8,7,0.0317,1,0.0317,0,0,0,1
7845,NZ_CP110262,Unassigned,Unassigned,Unassigned,26_59,Clustered,2,VC_26_59,2,0.0021,0.95705302,0.002,0,0,0,1
7846,NZ_CP117571,Unassigned,Unassigned,Unassigned,5_39,Clustered/Singleton,1,VC_5_39,1,0,1,0,0,0,0,1
7847,NZ_CP117572,Unassigned,Unassigned,Unassigned,68_9,Clustered,3,VC_68_9,3,0.0123,0.99862222,0.0122,0,0,0,1
7848,NZ_CP117573,Unassigned,Unassigned,Unassigned,1034_0,Clustered,8,VC_1034_0,8,0.4398,1,0.4398,0,0,0,1
7849,NZ_CP117563,Unassigned,Unassigned,Unassigned,92_3,Clustered/Singleton,1,VC_92_3,1,0,1,0,0,0,0,1
7850,NZ_CP117565,Unassigned,Unassigned,Unassigned,268_2,Clustered,48,VC_268_2,48,0.2322,1,0.2322,0,0,0,0.9787
7851,NZ_CP117566,Unassigned,Unassigned,Unassigned,1775_0,Clustered,2,VC_1775_0,2,0.1364,0.95623141,0.1304,0,0,0,1
7852,NZ_CP117559,Unassigned,Unassigned,Unassigned,42_109,Clustered/Singleton,1,VC_42_109,1,0,1,0,0,0,0,1
7853,NZ_CP117607,Unassigned,Unassigned,Unassigned,42_91,Clustered/Singleton,1,VC_42_91,1,0,1,0,0,0,0,1
7854,NZ_CP117608,Unassigned,Unassigned,Unassigned,1410_0,Clustered,38,VC_1410_0,38,0.9885,1,0.9885,0,0,0,1
7855,NZ_CP117610,Unassigned,Unassigned,Unassigned,398_11,Clustered,12,VC_398_11,12,0.0695,1,0.0695,0,0,0,0.7879
7856,NZ_CP117611,Unassigned,Unassigned,Unassigned,42_116,Clustered/Singleton,1,VC_42_116,1,0,1,0,0,0,0,1
7857,NZ_CP117612,Unassigned,Unassigned,Unassigned,92_4,Clustered/Singleton,1,VC_92_4,1,0,1,0,0,0,0,1
7858,NZ_CP117613,Unassigned,Unassigned,Unassigned,1034_0,Clustered,8,VC_1034_0,8,0.4398,1,0.4398,0,0,0,1
7859,NZ_CP117577,Unassigned,Unassigned,Unassigned,2197_0,Clustered,2,VC_2197_0,2,0.3872,0.86174976,0.3336,0,0,0,1
7860,NZ_CP117578,Unassigned,Unassigned,Unassigned,2575_0,Clustered,2,VC_2575_0,2,1,1,1,0,0,0,1
7861,NZ_CP117581,Unassigned,Unassigned,Unassigned,193_0,Clustered,2,VC_193_0,2,0.0407,0.95733267,0.039,0,0,0,1
7862,NZ_CP117582,Unassigned,Unassigned,Unassigned,2576_0,Clustered,2,VC_2576_0,2,1,1,1,0,0,0,1
7863,NZ_CP117587,Unassigned,Unassigned,Unassigned,68_14,Clustered/Singleton,1,VC_68_14,1,0,1,0,0,0,0,1
7864,NZ_CP117588,Unassigned,Unassigned,Unassigned,190_0,Clustered,7,VC_190_0,7,0.2055,1,0.2055,0,0,0,1
7865,NZ_CP117589,Unassigned,Unassigned,Unassigned,2576_0,Clustered,2,VC_2576_0,2,1,1,1,0,0,0,1
7866,NZ_CP117585,Unassigned,Unassigned,Unassigned,2436_0,Clustered,3,VC_2436_0,3,1,1,1,0,0,0,1
7867,NZ_CP117660,Unassigned,Unassigned,Unassigned,42_76,Clustered/Singleton,1,VC_42_76,1,0,1,0,0,0,0,1
7868,NZ_CP117661,Unassigned,Unassigned,Unassigned,68_9,Clustered,3,VC_68_9,3,0.0123,0.99862222,0.0122,0,0,0,1
7869,NZ_CP117663,Unassigned,Unassigned,Unassigned,1037_0,Clustered,20,VC_1037_0,20,0.4175,1,0.4175,0,0,0,1
7870,NZ_CP117664,Unassigned,Unassigned,Unassigned,958_0,Clustered,31,VC_958_0,31,0.8961,1,0.8961,0,0,0,1
7871,NZ_CP117665,Unassigned,Unassigned,Unassigned,2437_0,Clustered,3,VC_2437_0,3,1,0,0,0,0,0,1
7872,NZ_CP117666,Unassigned,Unassigned,Unassigned,2577_0,Clustered,2,VC_2577_0,2,1,1,1,0,0,0,1
7873,NZ_CP117621,Unassigned,Unassigned,Unassigned,42_73,Clustered/Singleton,1,VC_42_73,1,0,1,0,0,0,0,1
7874,NZ_CP117622,Unassigned,Unassigned,Unassigned,42_71,Clustered,3,VC_42_71,3,0.0209,0.99864171,0.0209,0,0,0,1
7875,NZ_CP117623,Unassigned,Unassigned,Unassigned,68_10,Clustered/Singleton,1,VC_68_10,1,0,1,0,0,0,0,1
7876,NZ_CP117625,Unassigned,Unassigned,Unassigned,1034_0,Clustered,8,VC_1034_0,8,0.4398,1,0.4398,0,0,0,1
7877,NZ_CP117626,Unassigned,Unassigned,Unassigned,995_0,Clustered,41,VC_995_0,41,0.8627,1,0.8627,0,0,0,1
7878,NZ_CP117679,Unassigned,Unassigned,Unassigned,68_11,Clustered,2,VC_68_11,2,0.0053,0.95794156,0.0051,0,0,0,1
7879,NZ_CP117681,Unassigned,Unassigned,Unassigned,20_3,Clustered,5,VC_20_3,5,0.0702,0.99999997,0.0702,0,0,0,0.8
7880,NZ_CP117682,Unassigned,Unassigned,Unassigned,734_0,Clustered,35,VC_734_0,35,0.9022,1,0.9022,0,0,0,1
7881,NZ_CP117591,Unassigned,Unassigned,Unassigned,68_11,Clustered,2,VC_68_11,2,0.0053,0.95794156,0.0051,0,0,0,1
7882,NZ_CP117593,Unassigned,Unassigned,Unassigned,42_4,Clustered/Singleton,1,VC_42_4,1,0,1,0,0,0,0,1
7883,NZ_CP117597,Unassigned,Unassigned,Unassigned,2436_0,Clustered,3,VC_2436_0,3,1,1,1,0,0,0,1
7884,NZ_CP117598,Unassigned,Unassigned,Unassigned,1962_0,Clustered,11,VC_1962_0,11,1,1,1,0,0,0,1
7885,NZ_CP117601,Unassigned,Unassigned,Unassigned,42_114,Clustered/Singleton,1,VC_42_114,1,0,1,0,0,0,0,1
7886,NZ_CP117602,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7887,NZ_CP117603,Unassigned,Unassigned,Unassigned,42_115,Clustered/Singleton,1,VC_42_115,1,0,1,0,0,0,0,1
7888,NZ_CP117604,Unassigned,Unassigned,Unassigned,1164_0,Clustered,41,VC_1164_0,41,0.9436,1,0.9436,0,0,0,1
7889,NZ_CP117655,Unassigned,Unassigned,Unassigned,42_117,Clustered/Singleton,1,VC_42_117,1,0,1,0,0,0,0,1
7890,NZ_CP117656,Unassigned,Unassigned,Unassigned,68_13,Clustered,7,VC_68_13,7,0.0265,1,0.0265,0,0,0,0.5714
7891,NZ_CP117657,Unassigned,Unassigned,Unassigned,1164_0,Clustered,41,VC_1164_0,41,0.9436,1,0.9436,0,0,0,1
7892,NZ_CP117617,Unassigned,Unassigned,Unassigned,42_71,Clustered,3,VC_42_71,3,0.0209,0.99864171,0.0209,0,0,0,1
7893,NZ_CP117618,Unassigned,Unassigned,Unassigned,1034_0,Clustered,8,VC_1034_0,8,0.4398,1,0.4398,0,0,0,1
7894,NZ_CP117638,Unassigned,Unassigned,Unassigned,42_74,Clustered/Singleton,1,VC_42_74,1,0,1,0,0,0,0,1
7895,NZ_CP117639,Unassigned,Unassigned,Unassigned,68_9,Clustered,3,VC_68_9,3,0.0123,0.99862222,0.0122,0,0,0,1
7896,NZ_CP117640,Unassigned,Unassigned,Unassigned,134_0,Clustered,2,VC_134_0,2,0.0304,0.95788638,0.0291,0,0,0,1
7897,NZ_CP117641,Unassigned,Unassigned,Unassigned,1535_0,Clustered,17,VC_1535_0,17,0.8892,1,0.8892,0,0,0,1
7898,NZ_CP117642,Unassigned,Unassigned,Unassigned,2577_0,Clustered,2,VC_2577_0,2,1,1,1,0,0,0,1
7899,NZ_CP117651,Unassigned,Unassigned,Unassigned,68_15,Clustered,2,VC_68_15,2,0.0038,0.95701181,0.0037,0,0,0,1
7900,NZ_CP117652,Unassigned,Unassigned,Unassigned,19_0,Clustered,20,VC_19_0,20,0.1387,1,0.1387,0,0,0,0.8
7901,NZ_CP117653,Unassigned,Unassigned,Unassigned,2578_0,Clustered,2,VC_2578_0,2,1,1,1,0,0,0,1
7902,NZ_CP117629,Unassigned,Unassigned,Unassigned,42_72,Clustered/Singleton,1,VC_42_72,1,0,1,0,0,0,0,1
7903,NZ_CP117630,Unassigned,Unassigned,Unassigned,68_15,Clustered,2,VC_68_15,2,0.0038,0.95701181,0.0037,0,0,0,1
7904,NZ_CP117631,Unassigned,Unassigned,Unassigned,42_71,Clustered,3,VC_42_71,3,0.0209,0.99864171,0.0209,0,0,0,1
7905,NZ_CP117633,Unassigned,Unassigned,Unassigned,995_0,Clustered,41,VC_995_0,41,0.8627,1,0.8627,0,0,0,1
7906,NZ_CP117634,Unassigned,Unassigned,Unassigned,1411_0,Clustered,9,VC_1411_0,9,0.4532,1,0.4532,0,0,0,1
7907,NZ_CP117670,Unassigned,Unassigned,Unassigned,398_11,Clustered,12,VC_398_11,12,0.0695,1,0.0695,0,0,0,0.7879
7908,NZ_CP117671,Unassigned,Unassigned,Unassigned,2436_0,Clustered,3,VC_2436_0,3,1,1,1,0,0,0,1
7909,NZ_CP117645,Unassigned,Unassigned,Unassigned,134_0,Clustered,2,VC_134_0,2,0.0304,0.95788638,0.0291,0,0,0,1
7910,NZ_CP009860,Unassigned,Unassigned,Unassigned,5_98,Clustered,11,VC_5_98,11,0.02,1,0.02,0,0,0,1
