V1,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
509,NZ_AP025844,Unassigned,Unassigned,Unassigned,12_0,Clustered,4,VC_12_0,4,0.0589,0.99998765,0.0589,0,0,0,1
510,NZ_CP115674,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
511,NZ_CP118569,Unassigned,Unassigned,Unassigned,1_4,Clustered,23,VC_1_4,23,0.2451,1,0.2451,0,0,0,0.9921
512,NZ_CP099319,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
513,NZ_CP104402,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
514,NZ_CP104404,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
515,NZ_CP104406,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
516,NZ_CP010386,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
517,NZ_CP029247,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
518,NZ_CP024909,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
519,NZ_CP066555,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
520,NZ_CP066556,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
521,NZ_CP095277,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
522,NZ_CP034755,Unassigned,Unassigned,Unassigned,1_4,Clustered,23,VC_1_4,23,0.2451,1,0.2451,0,0,0,0.9921
523,NZ_AP019819,Unassigned,Unassigned,Unassigned,1_4,Clustered,23,VC_1_4,23,0.2451,1,0.2451,0,0,0,0.9921
524,NZ_AP019820,Unassigned,Unassigned,Unassigned,12_0,Clustered,4,VC_12_0,4,0.0589,0.99998765,0.0589,0,0,0,1
525,NZ_AP022453,Unassigned,Unassigned,Unassigned,1_4,Clustered,23,VC_1_4,23,0.2451,1,0.2451,0,0,0,0.9921
526,NZ_CP110875,Unassigned,Unassigned,Unassigned,181_0,Clustered,2,VC_181_0,2,1,1,1,0,0,0,1
527,NZ_CP116350,Unassigned,Unassigned,Unassigned,1_11,Clustered/Singleton,1,VC_1_11,1,0,1,0,0,0,0,1
528,NZ_CP095172,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
529,NC_015969,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
530,NZ_CP072972,Unassigned,Unassigned,Unassigned,1_9,Clustered,32,VC_1_9,32,0.2503,1,0.2503,0,0,0,0.9597
531,NZ_CP042838,Unassigned,Unassigned,Unassigned,82_0,Clustered,5,VC_82_0,5,0.2745,0.99951829,0.2744,0,0,0,1
532,NZ_CP074151,Unassigned,Unassigned,Unassigned,5_0,Clustered,2,VC_5_0,2,0.0154,0.95660064,0.0148,0,0,0,1
533,NZ_CP091322,Unassigned,Unassigned,Unassigned,1_4,Clustered,23,VC_1_4,23,0.2451,1,0.2451,0,0,0,0.9921
534,NZ_CP089945,Unassigned,Unassigned,Unassigned,80_0,Clustered,5,VC_80_0,5,0.5738,0.9999999,0.5738,0,0,0,1
535,NZ_CP024288,Unassigned,Unassigned,Unassigned,115_0,Clustered,2,VC_115_0,2,0.0911,0.92883487,0.0846,0,0,0,1
536,NZ_CP030784,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
537,NZ_CP034163,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
538,NZ_CP034164,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
539,NZ_CP070291,Unassigned,Unassigned,Unassigned,2_8,Clustered/Singleton,1,VC_2_8,1,0,1,0,0,0,0,1
540,NZ_CP070295,Unassigned,Unassigned,Unassigned,2_83,Clustered,2,VC_2_83,2,0.0036,0.95705657,0.0035,0,0,0,1
541,NZ_CP043260,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
542,NZ_CP043264,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
543,NZ_CP043269,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
544,NZ_CP099870,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
545,NZ_CP099875,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
546,NZ_CP099878,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
547,NZ_CP099881,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
548,NZ_CP099884,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
549,NZ_CP099888,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
550,NZ_CP099893,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
551,NZ_CP099896,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
552,NZ_CP099899,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
553,NZ_CP099904,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
554,NZ_CP099909,Unassigned,Unassigned,Unassigned,2_73,Clustered,6,VC_2_73,6,0.0348,1,0.0348,0,0,0,0.8
555,NZ_CP117572,Unassigned,Unassigned,Unassigned,2_4,Clustered,3,VC_2_4,3,0.0163,0.99860943,0.0162,0,0,0,1
556,NZ_CP117610,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
557,NZ_CP117587,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
558,NZ_CP117661,Unassigned,Unassigned,Unassigned,2_4,Clustered,3,VC_2_4,3,0.0163,0.99860943,0.0162,0,0,0,1
559,NZ_CP117623,Unassigned,Unassigned,Unassigned,2_5,Clustered/Singleton,1,VC_2_5,1,0,1,0,0,0,0,1
560,NZ_CP117679,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
561,NZ_CP117591,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
562,NZ_CP117602,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
563,NZ_CP117604,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
564,NZ_CP117656,Unassigned,Unassigned,Unassigned,2_3,Clustered,10,VC_2_3,10,0.0467,1,0.0467,0,0,0,0.7333
565,NZ_CP117657,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
566,NZ_CP117639,Unassigned,Unassigned,Unassigned,2_4,Clustered,3,VC_2_4,3,0.0163,0.99860943,0.0162,0,0,0,1
567,NZ_CP117630,Unassigned,Unassigned,Unassigned,2_79,Clustered/Singleton,1,VC_2_79,1,0,1,0,0,0,0,1
568,NZ_CP117670,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
569,NZ_CP009861,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
570,NZ_CP013030,Unassigned,Unassigned,Unassigned,2_51,Clustered,6,VC_2_51,6,0.0254,1,0.0254,0,0,0,0.6667
571,NZ_CP014490,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
572,NZ_CP015997,Unassigned,Unassigned,Unassigned,2_93,Clustered/Singleton,1,VC_2_93,1,0,1,0,0,0,0,1
573,NZ_CP012497,Unassigned,Unassigned,Unassigned,2_11,Clustered/Singleton,1,VC_2_11,1,0,1,0,0,0,0,1
574,NZ_CP015915,Unassigned,Unassigned,Unassigned,3_4,Clustered,4,VC_3_4,4,0.0226,0.99997521,0.0226,0,0,0,1
575,NZ_CP016549,Unassigned,Unassigned,Unassigned,2_85,Clustered/Singleton,1,VC_2_85,1,0,1,0,0,0,0,1
576,NZ_CP012491,Unassigned,Unassigned,Unassigned,2_40,Clustered/Singleton,1,VC_2_40,1,0,1,0,0,0,0,1
577,NZ_CP015837,Unassigned,Unassigned,Unassigned,2_26,Clustered,2,VC_2_26,2,0.0046,0.95773434,0.0044,0,0,0,1
578,NZ_CP017847,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
579,NZ_CP010135,Unassigned,Unassigned,Unassigned,78_0,Clustered,2,VC_78_0,2,0.2274,0.95173913,0.2165,0,0,0,1
580,NZ_CP010144,Unassigned,Unassigned,Unassigned,3_10,Clustered,3,VC_3_10,3,0.0187,0.99858142,0.0187,0,0,0,1
581,NZ_CP010153,Unassigned,Unassigned,Unassigned,3_10,Clustered,3,VC_3_10,3,0.0187,0.99858142,0.0187,0,0,0,1
582,NZ_CP010173,Unassigned,Unassigned,Unassigned,2_15,Clustered/Singleton,1,VC_2_15,1,0,1,0,0,0,0,1
583,NZ_CP018956,Unassigned,Unassigned,Unassigned,7_0,Clustered,5,VC_7_0,5,0.3784,0.99999996,0.3784,0,0,0,1
584,NZ_CP019002,Unassigned,Unassigned,Unassigned,3_1,Clustered,7,VC_3_1,7,0.0441,1,0.0441,0,0,0,1
585,NZ_CP019013,Unassigned,Unassigned,Unassigned,3_5,Clustered,17,VC_3_5,17,0.1162,1,0.1162,0,0,0,0.875
586,NZ_CP019027,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
587,NZ_CP020051,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
588,NZ_CP020118,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
589,NZ_CP021203,Unassigned,Unassigned,Unassigned,2_13,Clustered/Singleton,1,VC_2_13,1,0,1,0,0,0,0,1
590,NZ_CP021336,Unassigned,Unassigned,Unassigned,2_56,Clustered,3,VC_2_56,3,0.0126,0.99860561,0.0126,0,0,0,1
591,NZ_CP021340,Unassigned,Unassigned,Unassigned,2_56,Clustered,3,VC_2_56,3,0.0126,0.99860561,0.0126,0,0,0,1
592,NZ_CP032875,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
593,NZ_CP022228,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
594,NZ_CP028585,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
595,NZ_CP034959,Unassigned,Unassigned,Unassigned,2_63,Clustered,14,VC_2_63,14,0.0984,1,0.0984,0,0,0,1
596,NZ_CP021537,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
597,NZ_CP022167,Unassigned,Unassigned,Unassigned,3_4,Clustered,4,VC_3_4,4,0.0226,0.99997521,0.0226,0,0,0,1
598,NZ_CP023381,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
599,NZ_CP023368,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
600,NZ_AP017612,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
601,NZ_CP023896,Unassigned,Unassigned,Unassigned,2_63,Clustered,14,VC_2_63,14,0.0984,1,0.0984,0,0,0,1
602,NZ_CP023961,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
603,NZ_CP024271,Unassigned,Unassigned,Unassigned,3_5,Clustered,17,VC_3_5,17,0.1162,1,0.1162,0,0,0,0.875
604,NZ_CP024832,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
605,NZ_CP024817,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
606,NZ_CP024865,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
607,NZ_CP027199,Unassigned,Unassigned,Unassigned,2_65,Clustered,2,VC_2_65,2,0.0047,0.9576969,0.0045,0,0,0,1
608,NZ_CP019054,Unassigned,Unassigned,Unassigned,2_72,Clustered,3,VC_2_72,3,0.0135,0.99859308,0.0135,0,0,0,1
609,NZ_CP019075,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
610,NZ_CP026725,Unassigned,Unassigned,Unassigned,2_47,Clustered/Singleton,1,VC_2_47,1,0,1,0,0,0,0,1
611,NZ_CP019275,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
612,NZ_CP019279,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
613,NZ_CP019246,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
614,NZ_CP019283,Unassigned,Unassigned,Unassigned,3_1,Clustered,7,VC_3_1,7,0.0441,1,0.0441,0,0,0,1
615,NZ_CP019257,Unassigned,Unassigned,Unassigned,29_1,Clustered,19,VC_29_1,19,0.4392,1,0.4392,0,0,0,0.9532
616,NZ_CP019266,Unassigned,Unassigned,Unassigned,156_0,Clustered,2,VC_156_0,2,0.5063,0.85557782,0.4332,0,0,0,1
617,NZ_CP021729,Unassigned,Unassigned,Unassigned,2_101,Clustered/Singleton,1,VC_2_101,1,0,1,0,0,0,0,1
618,NZ_CP026475,Unassigned,Unassigned,Unassigned,2_58,Clustered,5,VC_2_58,5,0.021,0.99999997,0.021,0,0,0,0.8
619,NZ_CP027133,Unassigned,Unassigned,Unassigned,2_25,Clustered,4,VC_2_25,4,0.0155,0.99998672,0.0155,0,0,0,0.8333
620,NZ_CP027223,Unassigned,Unassigned,Unassigned,2_51,Clustered,6,VC_2_51,6,0.0254,1,0.0254,0,0,0,0.6667
621,NZ_CP027309,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
622,NZ_CP027320,Unassigned,Unassigned,Unassigned,2_61,Clustered,4,VC_2_61,4,0.0132,0.99998484,0.0132,0,0,0,1
623,NZ_CP027369,Unassigned,Unassigned,Unassigned,3_13,Clustered/Singleton,1,VC_3_13,1,0,1,0,0,0,0,1
624,NZ_CP027443,Unassigned,Unassigned,Unassigned,2_50,Clustered,2,VC_2_50,2,0.006,0.95774216,0.0057,0,0,0,1
625,NZ_CP027590,Unassigned,Unassigned,Unassigned,2_52,Clustered/Singleton,1,VC_2_52,1,0,1,0,0,0,0,1
626,NZ_CP027575,Unassigned,Unassigned,Unassigned,2_51,Clustered,6,VC_2_51,6,0.0254,1,0.0254,0,0,0,0.6667
627,NZ_CP027358,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
628,NZ_CP028194,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
629,NZ_CP020518,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
630,NZ_CP020522,Unassigned,Unassigned,Unassigned,2_1,Clustered,2,VC_2_1,2,0.0045,0.9576983,0.0043,0,0,0,1
631,NZ_CP020521,Unassigned,Unassigned,Unassigned,172_0,Clustered,3,VC_172_0,3,1,1,1,0,0,0,1
632,NZ_CP029103,Unassigned,Unassigned,Unassigned,2_63,Clustered,14,VC_2_63,14,0.0984,1,0.0984,0,0,0,1
633,NZ_CP029117,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
634,NZ_CP029365,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
635,NZ_CP028433,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
636,NZ_CP028430,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
637,NZ_CP031232,Unassigned,Unassigned,Unassigned,2_63,Clustered,14,VC_2_63,14,0.0984,1,0.0984,0,0,0,1
638,NZ_CP023732,Unassigned,Unassigned,Unassigned,2_94,Clustered/Singleton,1,VC_2_94,1,0,1,0,0,0,0,1
639,NZ_CP031654,Unassigned,Unassigned,Unassigned,2_63,Clustered,14,VC_2_63,14,0.0984,1,0.0984,0,0,0,1
640,NZ_CP032259,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
641,NZ_CP033097,Unassigned,Unassigned,Unassigned,3_0,Clustered,3,VC_3_0,3,0.0192,0.99860204,0.0192,0,0,0,1
642,NZ_CP033848,Unassigned,Unassigned,Unassigned,2_23,Clustered/Singleton,1,VC_2_23,1,0,1,0,0,0,0,1
643,NZ_CP033882,Unassigned,Unassigned,Unassigned,2_25,Clustered,4,VC_2_25,4,0.0155,0.99998672,0.0155,0,0,0,0.8333
644,NZ_CP023851,Unassigned,Unassigned,Unassigned,3_5,Clustered,17,VC_3_5,17,0.1162,1,0.1162,0,0,0,0.875
645,NZ_CP022733,Unassigned,Unassigned,Unassigned,2_41,Clustered/Singleton,1,VC_2_41,1,0,1,0,0,0,0,1
646,NZ_CP025870,Unassigned,Unassigned,Unassigned,3_6,Clustered,4,VC_3_6,4,0.0369,0.9999878,0.0369,0,0,0,1
647,NZ_CP025868,Unassigned,Unassigned,Unassigned,3_6,Clustered,4,VC_3_6,4,0.0369,0.9999878,0.0369,0,0,0,1
648,NZ_CP025883,Unassigned,Unassigned,Unassigned,3_6,Clustered,4,VC_3_6,4,0.0369,0.9999878,0.0369,0,0,0,1
649,NZ_CP025894,Unassigned,Unassigned,Unassigned,3_6,Clustered,4,VC_3_6,4,0.0369,0.9999878,0.0369,0,0,0,1
650,NZ_AP018798,Unassigned,Unassigned,Unassigned,2_50,Clustered,2,VC_2_50,2,0.006,0.95774216,0.0057,0,0,0,1
651,NZ_AP018804,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
652,NZ_AP018809,Unassigned,Unassigned,Unassigned,2_57,Clustered/Singleton,1,VC_2_57,1,0,1,0,0,0,0,1
653,NZ_CP031294,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
654,NZ_CP034790,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
655,NZ_CP035313,Unassigned,Unassigned,Unassigned,2_74,Clustered,5,VC_2_74,5,0.019,0.99999995,0.019,0,0,0,0.6
656,NZ_CP020497,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
657,NZ_CP038506,Unassigned,Unassigned,Unassigned,2_37,Clustered/Singleton,1,VC_2_37,1,0,1,0,0,0,0,1
658,NZ_CP037905,Unassigned,Unassigned,Unassigned,2_88,Clustered/Singleton,1,VC_2_88,1,0,1,0,0,0,0,1
659,NZ_CP029421,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
660,NZ_CP040920,Unassigned,Unassigned,Unassigned,2_99,Clustered/Singleton,1,VC_2_99,1,0,1,0,0,0,0,1
661,NZ_CP040921,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
662,NZ_CP040069,Unassigned,Unassigned,Unassigned,2_68,Clustered/Singleton,1,VC_2_68,1,0,1,0,0,0,0,1
663,NZ_CP041922,Unassigned,Unassigned,Unassigned,2_89,Clustered,2,VC_2_89,2,0.008,0.95770274,0.0077,0,0,0,1
664,NZ_CP041451,Unassigned,Unassigned,Unassigned,3_10,Clustered,3,VC_3_10,3,0.0187,0.99858142,0.0187,0,0,0,1
665,NZ_CP045278,Unassigned,Unassigned,Unassigned,3_5,Clustered,17,VC_3_5,17,0.1162,1,0.1162,0,0,0,0.875
666,NZ_CP045829,Unassigned,Unassigned,Unassigned,2_48,Clustered/Singleton,1,VC_2_48,1,0,1,0,0,0,0,1
667,NZ_CP046005,Unassigned,Unassigned,Unassigned,2_78,Clustered,2,VC_2_78,2,0.0046,0.95769693,0.0044,0,0,0,1
668,NZ_CP041960,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
669,NZ_CP045191,Unassigned,Unassigned,Unassigned,3_11,Clustered,3,VC_3_11,3,0.0139,0.99746832,0.0139,0,0,0,1
670,NZ_CP026938,Unassigned,Unassigned,Unassigned,2_80,Clustered,3,VC_2_80,3,0.0102,0.99855128,0.0102,0,0,0,0.6667
671,NZ_CP047661,Unassigned,Unassigned,Unassigned,156_0,Clustered,2,VC_156_0,2,0.5063,0.85557782,0.4332,0,0,0,1
672,NZ_CP047663,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
673,NZ_CP041630,Unassigned,Unassigned,Unassigned,2_39,Clustered,2,VC_2_39,2,0.0036,0.95350254,0.0034,0,0,0,1
674,NZ_CP041423,Unassigned,Unassigned,Unassigned,3_5,Clustered,17,VC_3_5,17,0.1162,1,0.1162,0,0,0,0.875
675,NZ_CP041426,Unassigned,Unassigned,Unassigned,3_4,Clustered,4,VC_3_4,4,0.0226,0.99997521,0.0226,0,0,0,1
676,NZ_CP048306,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
677,NZ_CP048340,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
678,NZ_CP052881,Unassigned,Unassigned,Unassigned,2_90,Clustered,6,VC_2_90,6,0.0248,1,0.0248,0,0,0,0.8
679,NZ_CP037450,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
680,NZ_CP053233,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
681,NZ_CP053252,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
682,NZ_AP023193,Unassigned,Unassigned,Unassigned,3_8,Clustered,5,VC_3_8,5,0.0332,0.99999997,0.0332,0,0,0,1
683,NZ_AP023200,Unassigned,Unassigned,Unassigned,3_8,Clustered,5,VC_3_8,5,0.0332,0.99999997,0.0332,0,0,0,1
684,NZ_AP023208,Unassigned,Unassigned,Unassigned,76_0,Clustered,4,VC_76_0,4,0.3248,0.99993063,0.3248,0,0,0,1
685,NZ_CP050499,Unassigned,Unassigned,Unassigned,3_3,Clustered,9,VC_3_3,9,0.0563,1,0.0563,0,0,0,1
686,NZ_CP055258,Unassigned,Unassigned,Unassigned,2_72,Clustered,3,VC_2_72,3,0.0135,0.99859308,0.0135,0,0,0,1
687,NZ_AP023222,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
688,NZ_AP023233,Unassigned,Unassigned,Unassigned,2_17,Clustered,15,VC_2_17,15,0.1016,1,0.1016,0,0,0,0.9238
689,NZ_CP058309,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
690,NZ_CP058356,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
691,NZ_CP058654,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
692,NZ_CP058659,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
693,NZ_CP059290,Unassigned,Unassigned,Unassigned,2_81,Clustered/Singleton,1,VC_2_81,1,0,1,0,0,0,0,1
694,NZ_CP058684,Unassigned,Unassigned,Unassigned,2_54,Clustered/Singleton,1,VC_2_54,1,0,1,0,0,0,0,1
695,NZ_AP022163,Unassigned,Unassigned,Unassigned,2_29,Clustered/Singleton,1,VC_2_29,1,0,1,0,0,0,0,1
696,NZ_AP022164,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
697,NZ_AP022217,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
698,NZ_CP059910,Unassigned,Unassigned,Unassigned,2_69,Clustered/Singleton,1,VC_2_69,1,0,1,0,0,0,0,1
699,NZ_AP022089,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
700,NZ_CP061531,Unassigned,Unassigned,Unassigned,3_9,Clustered,34,VC_3_9,34,0.246,1,0.246,0,0,0,0.8859
701,NZ_CP058619,Unassigned,Unassigned,Unassigned,5_1,Clustered,55,VC_5_1,55,0.8655,1,0.8655,0,0,0,1
702,NZ_CP062206,Unassigned,Unassigned,Unassigned,44_0,Clustered,41,VC_44_0,41,0.9501,1,0.9501,0,0,0,1
703,NZ_CP075461,Unassigned,Unassigned,Unassigned,2_75,Clustered/Singleton,1,VC_2_75,1,0,1,0,0,0,0,1
704,NZ_CP063155,Unassigned,Unassigned,Unassigned,2_32,Clustered/Singleton,1,VC_2_32,1,0,1,0,0,0,0,1
