seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_CP055196	99313	No terminal repeats	111	11	0.9953	NA	20	83.8819	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP091817	15469	No terminal repeats	19	11	0.9953	NA	3	12.8454	NA	NA
NZ_CP024395	30091	No terminal repeats	44	11	0.9953	NA	1	52.0968	NA	NA
NZ_CP059004	96499	No terminal repeats	108	11	0.9953	NA	20	76.4577	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_AP022208	214586	No terminal repeats	254	11	0.9953	NA	58	187.2927	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF;MOBF	NF012178;NF000088;NF000052;NF012171;NF012174
NZ_CP114671	26594	No terminal repeats	22	11	0.9953	NA	1	32.637	NA	NA
NZ_CP114658	26594	No terminal repeats	22	11	0.9953	NA	1	32.637	NA	NA
NZ_CP116170	90243	No terminal repeats	104	11	0.9953	NA	29	81.7555	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP090532	93407	No terminal repeats	107	11	0.9953	NA	20	83.3382	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP011658	3223	No terminal repeats	6	11	0.9953	NA	3	6.0163	NA	NA
NZ_CP031853	4685	No terminal repeats	4	11	0.9953	NA	0	3.69	NA	NA
NZ_CP054364	126498	No terminal repeats	140	11	0.9953	NA	30	97.142	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP101239	5284	No terminal repeats	8	11	0.9953	NA	2	7.0941	MOBP1	NA
NZ_CP071822	103107	No terminal repeats	111	11	0.9953	NA	19	87.4268	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP059730	7055	No terminal repeats	10	11	0.9953	NA	0	8.1077	NA	NF040806
NZ_CP092253	84986	No terminal repeats	97	11	0.9953	NA	19	74.8809	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP053873	86908	No terminal repeats	98	11	0.9953	NA	19	82.2205	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP053868	86908	No terminal repeats	98	11	0.9953	NA	19	82.2205	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP103747	89420	No terminal repeats	104	11	0.9953	NA	30	79.9705	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF000088;NF012178
NZ_CP107360	155508	No terminal repeats	194	11	0.9953	NA	37	148.0988	MOBF;F_traG;F_traH;F_traF;F_traN;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;F_traL;F_traE	NF000466
NZ_CP024840	96185	No terminal repeats	106	11	0.9953	NA	28	79.6266	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000005;NF012147;NF000466;NF012178;NF000088
NZ_CP040548	99717	No terminal repeats	112	11	0.9953	NA	20	83.946	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP086262	51013	No terminal repeats	64	11	0.9953	NA	26	56.2098	F_traL;F_traE;F_traK;F_traV;virb4;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP032880	82675	No terminal repeats	101	11	0.9953	NA	19	72.1648	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP032277	5934	No terminal repeats	8	11	0.9953	NA	2	7.5125	MOBQ	NA
NZ_CP104511	103229	No terminal repeats	118	11	0.9953	NA	28	86.5759	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP035813	99955	No terminal repeats	116	11	0.9953	NA	19	76.7968	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF012174
NZ_CP060951	87111	No terminal repeats	97	11	0.9953	NA	19	75.0129	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP067036	55971	No terminal repeats	57	11	0.9953	NA	13	38.5308	T_virB11;T_virB2;virb4;T_virB8;T_virB9;T_virB10;T_virB5;MOBP1	NF012174
NZ_CP066367	101116	No terminal repeats	120	11	0.9953	NA	27	91.6671	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF000466;NF012174;NF012171;NF000052;NF000496
NZ_CP054834	8128	No terminal repeats	9	11	0.9953	NA	1	8.3847	NA	NA
NZ_CP083779	5521	No terminal repeats	6	11	0.9953	NA	0	4.9121	NA	NA
NZ_CP095256	68628	No terminal repeats	84	11	0.9953	NA	24	70.6717	F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP056688	75825	No terminal repeats	90	11	0.9953	NA	28	83.0484	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP114594	92065	No terminal repeats	98	11	0.9953	NA	20	67.6045	MOBP1;I_trbB;I_trbA;I_traY;I_traW;traU;I_traT;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP038385	80565	No terminal repeats	94	11	0.9953	NA	29	76.5831	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP034085	113569	No terminal repeats	137	11	0.9953	NA	26	115.8857	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP102757	84242	No terminal repeats	89	11	0.9953	NA	16	60.4945	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traT;traU;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP074358	92777	No terminal repeats	99	11	0.9953	NA	29	79.244	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP118015	122614	No terminal repeats	138	11	0.9953	NA	21	116.3994	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP028321	114229	No terminal repeats	132	11	0.9953	NA	29	95.6585	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP061979	95882	No terminal repeats	118	11	0.9953	NA	24	105.0403	F_traE;F_traK;F_traB;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NF033144;NF000225
NC_017665	102535	No terminal repeats	111	11	0.9953	NA	20	89.8238	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP075096	33856	No terminal repeats	27	11	0.9953	NA	1	37.7919	NA	NA
NZ_CP013166	5636	No terminal repeats	8	11	0.9953	NA	0	4.4584	NA	NA
NZ_CP041116	4825	No terminal repeats	6	11	0.9953	NA	0	5.3631	NA	NA
NZ_CP040632	5595	No terminal repeats	8	11	0.9953	NA	0	7.7751	NA	NA
NZ_CP120559	95480	No terminal repeats	106	11	0.9953	NA	19	85.4094	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP090620	95171	No terminal repeats	116	11	0.9953	NA	28	85.7942	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF000466;NF012174;NF012171;NF000052;NF000496
NZ_AP022263	91233	No terminal repeats	101	11	0.9953	NA	18	75.275	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP032524	94537	No terminal repeats	108	11	0.9953	NA	18	84.8284	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP035828	89897	No terminal repeats	107	11	0.9953	NA	30	77.3773	F_traF;F_traN;F_traN;F_traU;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;MOBV;MOBF;F_traG;F_traH	NF000052;NF012171;NF012174
NZ_AP026611	6176	No terminal repeats	9	11	0.9953	NA	1	9.3098	NA	NA
NZ_CP051732	4660	No terminal repeats	5	11	0.9953	NA	1	4.0757	NA	NA
NZ_LR898869	96021	No terminal repeats	109	11	0.9953	NA	19	82.2754	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
NZ_CP009873	13841	No terminal repeats	16	11	0.9953	NA	2	11.1541	MOBC	NF000225
NZ_CP008832	13841	No terminal repeats	16	11	0.9953	NA	2	11.1541	MOBC	NF000225
NZ_CP024321	30033	No terminal repeats	44	11	0.9953	NA	1	52.0968	NA	NA
NZ_CP110961	13636	No terminal repeats	16	11	0.9953	NA	2	11.1541	MOBC	NF000225
NZ_CP022921	9294	No terminal repeats	11	11	0.9953	NA	2	9.1824	MOBC	NA
NZ_CP076810	8229	No terminal repeats	11	11	0.9953	NA	2	11.1617	MOBQ	NA
NZ_CP053217	3968	No terminal repeats	5	11	0.9953	NA	2	4.926	MOBQ	NA
NZ_CP042338	68545	No terminal repeats	78	11	0.9953	NA	26	63.6751	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF000005;NF012147
NZ_CP094995	9294	No terminal repeats	11	11	0.9953	NA	2	9.1824	MOBC	NA
NZ_CP069891	114230	No terminal repeats	132	11	0.9953	NA	29	95.6585	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP069454	114230	No terminal repeats	132	11	0.9953	NA	29	95.6585	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP055601	112380	No terminal repeats	123	11	0.9953	NA	20	94.27	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NC_011081	91374	No terminal repeats	103	11	0.9953	NA	20	81.3624	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP093229	90339	No terminal repeats	99	11	0.9953	NA	19	72.7046	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP063481	91066	No terminal repeats	99	11	0.9953	NA	27	79.406	MOBF;F_traG;F_traH;F_traF;F_traN;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000466;NF012147;NF000005
NZ_CP055212	102776	No terminal repeats	120	11	0.9953	NA	27	88.5532	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF000466
NZ_CP014066	18415	No terminal repeats	24	11	0.9953	NA	5	17.559	T_virB5;MOBP1	NF000153
NZ_CP093227	212822	No terminal repeats	238	11	0.9953	NA	53	172.3929	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF012174;NF012178;NF000088;NF012178;NF000088;NF012171;NF000052;NF000466;NF000496
NZ_CP071443	88572	No terminal repeats	97	11	0.9953	NA	19	82.5285	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP040265	73952	No terminal repeats	90	11	0.9953	NA	28	79.6688	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP117622	98343	No terminal repeats	112	11	0.9953	NA	27	81.2952	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF033134
NZ_CP024242	74644	No terminal repeats	91	11	0.9953	NA	28	74.7072	MOBF;F_traG;F_traH;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF033134
NZ_CP040454	117139	No terminal repeats	134	11	0.9953	NA	29	100.0826	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP083265	4543	No terminal repeats	5	11	0.9953	NA	1	4.0757	NA	NA
NZ_CP102856	114525	No terminal repeats	131	11	0.9953	NA	20	95.021	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF012178;NF000088;NF000496
NZ_CP028120	86617	No terminal repeats	100	11	0.9953	NA	20	72.4359	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP054233	129632	No terminal repeats	159	11	0.9953	NA	29	106.3829	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP080258	98807	No terminal repeats	118	11	0.9953	NA	21	86.9438	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
NZ_CP095531	89276	No terminal repeats	96	11	0.9953	NA	17	65.1925	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traT;traU;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP028553	117244	No terminal repeats	147	11	0.9953	NA	27	117.9514	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000088;NF012178;NF033144;NF000225
NZ_CP047381	76633	No terminal repeats	89	11	0.9953	NA	30	73.5815	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_LR882061	42660	No terminal repeats	55	11	0.9953	NA	16	46.2987	F_traL;F_traE;F_traK;F_traV;virb4	NA
NZ_AP022122	89476	No terminal repeats	99	11	0.9953	NA	19	82.8144	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP107391	155492	No terminal repeats	192	11	0.9953	NA	37	148.1888	MOBF;F_traG;F_traH;F_traF;F_traN;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;F_traL;F_traE	NF000466
NZ_CP057036	86316	No terminal repeats	111	11	0.9953	NA	27	102.4653	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP091031	71807	No terminal repeats	82	11	0.9953	NA	28	71.0684	F_traL;F_traE;F_traK;F_traV;virb4;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP076688	116936	No terminal repeats	135	11	0.9953	NA	29	96.9857	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP121360	93908	No terminal repeats	103	11	0.9953	NA	26	79.4377	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP054369	148443	No terminal repeats	149	11	0.9953	NA	29	113.2838	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP024541	3825	No terminal repeats	6	11	0.9953	NA	0	5.3279	NA	NA
NZ_CP024212	29036	No terminal repeats	27	11	0.9953	NA	0	32.637	NA	NA
NZ_CP103505	87513	No terminal repeats	96	11	0.9953	NA	19	72.9476	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NC_017642	90868	No terminal repeats	100	11	0.9953	NA	19	78.1689	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP069883	131034	No terminal repeats	152	11	0.9953	NA	28	102.1152	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF012171;NF000052
NZ_AP023330	2685	No terminal repeats	3	11	0.9953	NA	0	3.5298	NA	NA
NZ_LR890363	76738	No terminal repeats	87	11	0.9953	NA	24	70.0105	F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP100508	2313	No terminal repeats	2	11	0.9953	NA	1	1.8488	NA	NA
NZ_CP093320	96053	No terminal repeats	107	11	0.9953	NA	20	82.6348	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
NZ_CP097704	108673	No terminal repeats	135	11	0.9953	NA	28	112.6215	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NF012171;NF000052
NZ_CP096216	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP026584	156099	No terminal repeats	193	11	0.9953	NA	37	149.6687	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF;F_traE;F_traL	NF000466
NZ_CP066604	4374	No terminal repeats	7	11	0.9953	NA	0	6.65	NA	NA
NZ_CP047683	103175	No terminal repeats	125	11	0.9953	NA	26	101.4182	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP014523	114223	No terminal repeats	135	11	0.9953	NA	30	97.3767	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP093153	140105	No terminal repeats	173	11	0.9953	NA	35	131.4917	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE	NF000466
NZ_CP047712	123643	No terminal repeats	144	11	0.9953	NA	29	99.5247	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP018433	15273	No terminal repeats	15	11	0.9953	NA	2	10.5327	MOBC	NF000225
NZ_CP043285	99721	No terminal repeats	114	11	0.9953	NA	19	76.9315	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
NZ_CP056710	2519	No terminal repeats	3	11	0.9953	NA	0	3.1262	NA	NA
NZ_CP080365	95539	No terminal repeats	109	11	0.9953	NA	20	81.0076	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NF033085
NZ_CP065968	15708	No terminal repeats	17	11	0.9953	NA	5	11.2778	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP	NA
NZ_CP047686	103167	No terminal repeats	125	11	0.9953	NA	26	101.4182	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP047689	103167	No terminal repeats	125	11	0.9953	NA	26	101.4182	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP047692	103167	No terminal repeats	125	11	0.9953	NA	26	101.4182	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP096236	103167	No terminal repeats	125	11	0.9953	NA	26	101.4182	MOBF;F_traG;F_traH;F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP041438	89435	No terminal repeats	105	11	0.9953	NA	28	81.3187	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP030009	4096	No terminal repeats	8	11	0.9953	NA	3	8.0097	NA	NA
NZ_CP051699	117034	No terminal repeats	118	11	0.9953	NA	29	84.6763	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP055202	91691	No terminal repeats	103	11	0.9953	NA	19	80.9786	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP095502	16430	No terminal repeats	16	11	0.9953	NA	6	12.4342	MOBF	NA
NZ_CP027375	118863	No terminal repeats	135	11	0.9953	NA	30	95.3991	F_traF;F_traN;F_trbC;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;MOBF;F_traG;F_traH	NA
NZ_CP024345	28946	No terminal repeats	27	11	0.9953	NA	0	32.637	NA	NA
NZ_CP031807	9294	No terminal repeats	12	11	0.9953	NA	2	10.9007	MOBC	NA
NZ_CP070065	114236	No terminal repeats	132	11	0.9953	NA	29	95.241	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_AP022296	105884	No terminal repeats	120	11	0.9953	NA	20	81.1403	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NF000088;NF012178
NZ_CP110649	6364	No terminal repeats	7	11	0.9953	NA	1	6.5106	NA	NA
NZ_LR135495	4372	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP014668	101201	No terminal repeats	118	11	0.9953	NA	29	86.8938	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP043268	96650	No terminal repeats	110	11	0.9953	NA	20	83.0273	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP012634	114221	No terminal repeats	133	11	0.9953	NA	29	97.3767	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP066034	88626	No terminal repeats	102	11	0.9953	NA	19	81.7082	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP023811	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP099885	89097	No terminal repeats	101	11	0.9953	NA	29	85.1066	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP090538	90380	No terminal repeats	96	11	0.9953	NA	19	69.4852	I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1;I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP	NA
NZ_CP023793	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP023807	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP023803	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP023783	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP023788	4374	No terminal repeats	6	11	0.9953	NA	0	5.9024	NA	NA
NZ_CP109954	7136	No terminal repeats	11	11	0.9953	NA	3	8.889	NA	NA
NZ_CP073909	98579	No terminal repeats	115	11	0.9953	NA	21	86.5716	I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE;MOBP1;I_trbB	NA
NZ_CP018643	118824	No terminal repeats	137	11	0.9953	NA	36	111.7246	F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;T_virB1;T_virB3;virb4;T_virB5;T_virB6;T_virB8;T_virB9	NF000052;NF012171;NF000052;NF012171;NF012174
NZ_CP032109	6691	No terminal repeats	9	11	0.9953	NA	1	6.2279	NA	NA
NZ_CP030339	35509	No terminal repeats	46	11	0.9953	NA	8	39.9157	F_traL	NA
