Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP055023	P11	49	2	0.062	1.5	1.5	NA	NA	NA	NA	40757	32
NZ_CP058720	P11	49	2	0.028	1.5	1.5	NA	NA	NA	NA	87766	71
NZ_CP075720	P11	49	2	0.038	1.5	1.5	NA	NA	NA	NA	60485	53
NZ_CP073960	P11	49	3	0.1	2.3	2.2	NA	NA	NA	NA	44896	30
NZ_CP116973	P11	49	2	0.025	1.5	1.5	NA	NA	NA	NA	87391	80
NZ_CP054995	P11	49	2	0.027	1.5	1.5	NA	NA	NA	NA	80448	74
NZ_CP055093	P11	49	2	0.024	1.5	1.5	NA	NA	NA	NA	93448	84
NZ_CP058782	P11	49	2	0.042	1.5	1.5	NA	NA	NA	NA	54485	48
NZ_CP053046	P11	49	63	0.538	54.7	54.1	P1_1_Composition_7	71	11	65	130643	117
NZ_CP012497	P11	49	59	0.41	50.9	50.1	P1_1_Composition_7	71	11	64	136480	144
NZ_CP099334	P11	49	59	0.694	50.4	49.8	P1_1_Composition_7	71	11	62	89104	85
NZ_CP033251	P11	49	26	0.208	19.2	18.8	NA	NA	NA	NA	164062	125
NZ_CP034590	P11	49	24	0.247	17.5	17.2	NA	NA	NA	NA	145704	97
NZ_AP025210	P11	49	27	0.155	20.6	20.2	NA	NA	NA	NA	216026	174
NZ_CP116153	P11	49	24	0.218	17.5	17.1	NA	NA	NA	NA	142064	110
NZ_CP099352	P11	49	27	0.284	20.4	20	NA	NA	NA	NA	116771	95
NZ_LR890727	P11	49	7	0.067	5.3	5.2	NA	NA	NA	NA	125521	104
NZ_CP010154	P11	49	5	0.081	3.8	3.7	NA	NA	NA	NA	78557	62
NZ_CP059289	P11	49	4	0.054	3	3	NA	NA	NA	NA	99778	74
NZ_CP080067	P11	49	5	0.076	3.8	3.7	NA	NA	NA	NA	97038	66
NZ_CP074002	P11	49	5	0.042	3.8	3.7	NA	NA	NA	NA	136494	120
NZ_CP074013	P11	49	5	0.039	3.8	3.7	NA	NA	NA	NA	140432	127
NZ_CP074049	P11	49	4	0.06	3	3	NA	NA	NA	NA	102246	67
NZ_CP033095	P11	49	4	0.05	3.1	3	NA	NA	NA	NA	92168	80
NZ_CP091840	P11	49	5	0.07	3.5	3.4	NA	NA	NA	NA	90138	71
NZ_AP026938	P11	49	21	0.174	15.5	15.1	NA	NA	NA	NA	160424	121
NZ_CP101916	P11	49	2	0.017	1.5	1.5	NA	NA	NA	NA	129083	118
NZ_CP031232	P11	49	37	0.638	29.4	28.8	NA	NA	NA	NA	54776	58
NZ_CP063469	P11	49	25	0.24	18.5	18.2	NA	NA	NA	NA	129986	104
NZ_CP091927	P11	49	21	0.233	15.1	14.8	NA	NA	NA	NA	101321	90
NZ_AP025221	P11	49	20	0.217	14.3	14.1	NA	NA	NA	NA	129419	92
NZ_CP073930	P11	49	21	0.259	15.1	14.9	NA	NA	NA	NA	112470	81
NZ_CP081715	P11	49	19	0.19	13.9	13.7	NA	NA	NA	NA	94674	100
NZ_CP081721	P11	49	18	0.182	13.1	12.9	NA	NA	NA	NA	94675	99
NZ_CP081726	P11	49	18	0.18	13.1	12.9	NA	NA	NA	NA	94676	100
NZ_CP081744	P11	49	18	0.184	13.1	12.9	NA	NA	NA	NA	94675	98
NZ_CP081764	P11	49	19	0.19	13.9	13.7	NA	NA	NA	NA	94675	100
NZ_CP043269	P11	49	58	0.537	50.4	49.9	P1_1_Composition_7	71	11	64	99091	108
NZ_CP123964	P11	49	16	0.225	12.2	12.1	NA	NA	NA	NA	133547	71
NZ_CP070289	P11	49	26	0.277	19.2	18.7	NA	NA	NA	NA	94500	94
NZ_CP030285	P11	49	26	0.317	19.2	18.7	NA	NA	NA	NA	92978	82
NZ_CP074009	P11	49	25	0.325	18.4	17.9	NA	NA	NA	NA	84156	77
NZ_CP119401	P11	49	22	0.344	16.2	15.8	NA	NA	NA	NA	76850	64
NZ_CP119403	P11	49	23	0.359	17	16.6	NA	NA	NA	NA	76849	64
NZ_CP119405	P11	49	23	0.354	17	16.6	NA	NA	NA	NA	76855	65
NZ_CP070875	P11	49	27	0.276	20.6	20.3	NA	NA	NA	NA	128710	98
NZ_CP104485	P11	49	24	0.338	17.6	17.1	NA	NA	NA	NA	82631	71
NZ_CP055025	P11	49	24	0.264	17.5	17	NA	NA	NA	NA	98457	91
NZ_CP100503	P11	49	43	0.652	35.2	34.7	NA	NA	NA	NA	64795	66
NZ_CP080135	P11	49	20	0.247	14.2	14	NA	NA	NA	NA	98016	81
NZ_CP010243	P11	49	19	0.188	14.4	14.2	NA	NA	NA	NA	131504	101
NZ_CP044294	P11	49	16	0.208	12.1	11.9	NA	NA	NA	NA	97529	77
NZ_CP063477	P11	49	19	0.211	14.5	14.3	NA	NA	NA	NA	113297	90
NZ_CP058713	P11	49	19	0.271	13.4	13.1	NA	NA	NA	NA	99340	70
NZ_CP100527	P11	49	15	0.254	11.3	11.2	NA	NA	NA	NA	80637	59
NZ_CP073986	P11	49	23	0.295	16.6	16.4	NA	NA	NA	NA	108307	78
NZ_CP073989	P11	49	19	0.194	14.6	14.3	NA	NA	NA	NA	134191	98
NZ_CP102857	P11	49	14	0.23	10.5	10.4	NA	NA	NA	NA	89244	61
NZ_CP080123	P11	49	25	0.208	18.9	18.6	NA	NA	NA	NA	139269	120
NZ_CP081699	P11	49	24	0.178	18.3	17.9	NA	NA	NA	NA	145356	135
NZ_CP029493	P11	49	23	0.165	17.1	16.9	NA	NA	NA	NA	179444	139
NZ_CP029688	P11	49	23	0.198	17.2	16.8	NA	NA	NA	NA	151879	116
NZ_CP101514	P11	49	23	0.213	17.2	16.9	NA	NA	NA	NA	140492	108
NZ_AP023428	P11	49	23	0.267	16.8	16.5	NA	NA	NA	NA	120829	86
NZ_CP030154	P11	49	23	0.23	16.6	16.3	NA	NA	NA	NA	134064	100
NZ_CP010234	P11	49	16	0.188	11.1	10.9	NA	NA	NA	NA	117266	85
NZ_CP066840	P11	49	18	0.164	12.8	12.6	NA	NA	NA	NA	136209	110
NZ_CP061751	P11	49	23	0.253	16.6	16.3	NA	NA	NA	NA	96198	91
NZ_CP057257	P11	49	65	0.707	56.2	55.6	P1_1_Composition_7	71	11	66	96234	92
NZ_CP110512	P11	49	26	0.268	19.3	19.1	NA	NA	NA	NA	118422	97
NZ_CP029181	P11	49	27	0.252	20.1	19.8	NA	NA	NA	NA	145524	107
NZ_CP068592	P11	49	22	0.237	16.1	15.7	NA	NA	NA	NA	122138	93
NZ_CP070027	P11	49	24	0.3	17.5	17.3	NA	NA	NA	NA	110044	80
NZ_CP070907	P11	49	32	0.252	24.6	24	NA	NA	NA	NA	142545	127
NZ_CP070923	P11	49	20	0.27	14.1	13.9	NA	NA	NA	NA	102703	74
NZ_CP080128	P11	49	27	0.273	20.2	19.9	NA	NA	NA	NA	122366	99
NZ_LR130553	P11	49	25	0.245	18.4	18.2	NA	NA	NA	NA	123043	102
NZ_CP070953	P11	49	35	0.35	27.9	27.5	NA	NA	NA	NA	124087	100
NZ_CP063502	P11	49	21	0.269	15.5	15.1	NA	NA	NA	NA	89721	78
NZ_AP025206	P11	49	22	0.272	16.3	15.9	NA	NA	NA	NA	92278	81
NZ_CP084056	P11	49	22	0.234	16.2	15.8	NA	NA	NA	NA	108559	94
NZ_CP055197	P11	49	21	0.309	15.4	15	NA	NA	NA	NA	78847	68
NZ_CP104527	P11	49	27	0.22	20.7	20.4	NA	NA	NA	NA	163762	123
NZ_CP070291	P11	49	54	0.482	47.1	46.6	P1_1_Composition_7	71	11	68	96586	112
NZ_CP117651	P11	49	62	0.653	53.8	53.3	P1_1_Composition_7	71	11	68	99447	95
NZ_CP081712	P11	49	13	0.181	9.4	9.1	NA	NA	NA	NA	74799	72
NZ_CP073625	P11	49	18	0.189	13.5	13.1	NA	NA	NA	NA	105640	95
NZ_CP073950	P11	49	26	0.292	19.3	19	NA	NA	NA	NA	117974	89
NZ_LT883139	P11	49	26	0.274	20.2	19.8	NA	NA	NA	NA	118720	95
NZ_CP089136	P11	49	32	0.348	25.1	24.7	NA	NA	NA	NA	91079	92
NZ_CP116089	P11	49	7	0.045	6.8	6.8	NA	NA	NA	NA	187674	155
NZ_CP086409	P11	49	2	0.027	1.5	1.5	NA	NA	NA	NA	108204	73
NZ_CP086387	P11	49	17	0.181	12.4	12.1	NA	NA	NA	NA	107575	94
NZ_CP021842	P11	49	21	0.313	15	14.7	NA	NA	NA	NA	92385	67
NZ_CP021846	P11	49	22	0.314	15.8	15.5	NA	NA	NA	NA	92350	70
NZ_CP029244	P11	49	21	0.188	15.8	15.6	NA	NA	NA	NA	139629	112
NZ_CP033379	P11	49	23	0.156	16.6	16.4	NA	NA	NA	NA	167170	147
NZ_CP050045	P11	49	23	0.271	16.6	16.4	NA	NA	NA	NA	112291	85
NZ_CP063488	P11	49	24	0.178	17.6	17.3	NA	NA	NA	NA	172246	135
NZ_CP080596	P11	49	26	0.277	20.2	19.8	NA	NA	NA	NA	94206	94
NZ_CP032890	P11	49	27	0.29	21	20.6	NA	NA	NA	NA	91014	93
NZ_CP048027	P11	49	27	0.321	21	20.6	NA	NA	NA	NA	88706	84
NZ_CP047005	P11	49	27	0.293	21	20.6	NA	NA	NA	NA	88744	92
NZ_CP083586	P11	49	26	0.072	20	19.6	NA	NA	NA	NA	372134	361
NZ_CP086663	P11	49	26	0.265	20.2	19.8	NA	NA	NA	NA	94190	98
NZ_CP019262	P11	49	21	0.179	15.8	15.6	NA	NA	NA	NA	149653	117
NZ_CP034789	P11	49	18	0.159	12.6	12.4	NA	NA	NA	NA	159108	113
NZ_CP042894	P11	49	24	0.224	18.1	17.6	NA	NA	NA	NA	141344	107
NZ_CP116978	P11	49	21	0.284	15.1	14.8	NA	NA	NA	NA	98110	74
NZ_CP069970	P11	49	19	0.576	14.6	14.3	NA	NA	NA	NA	39407	33
NZ_CP077703	P11	49	1	0.011	1	1	P1_1_Composition_47	68	11	57	85811	91
NZ_CP060750	P11	49	17	0.137	12.4	12.1	NA	NA	NA	NA	129702	124
NZ_CP036204	P11	49	11	0.208	7.6	7.3	NA	NA	NA	NA	65959	53
NZ_CP101265	P11	49	14	0.197	9.8	9.6	NA	NA	NA	NA	100090	71
NZ_CP086681	P11	49	17	0.181	12.4	12	NA	NA	NA	NA	135562	94
NZ_CP070916	P11	49	21	0.256	15.1	14.9	NA	NA	NA	NA	106065	82
NZ_AP025216	P11	49	19	0.247	13.6	13.3	NA	NA	NA	NA	83929	77
NZ_CP072806	P11	49	12	0.162	8.3	8.1	NA	NA	NA	NA	91224	74
NZ_CP079766	P11	49	16	0.155	11.7	11.4	NA	NA	NA	NA	127890	103
NZ_CP072540	P11	49	16	0.184	11.7	11.4	NA	NA	NA	NA	103129	87
NZ_CP032239	P11	49	18	0.145	13.5	13.3	NA	NA	NA	NA	159756	124
NZ_CP010179	P11	49	23	0.219	17.7	17.4	NA	NA	NA	NA	116417	105
NZ_CP034786	P11	49	12	0.11	8.7	8.6	NA	NA	NA	NA	143706	109
NZ_CP079777	P11	49	16	0.162	12	11.7	NA	NA	NA	NA	119769	99
NZ_CP116049	P11	49	13	0.228	10.5	10.3	NA	NA	NA	NA	65072	57
NZ_CP021734	P11	49	1	0.012	0.7	0.7	NA	NA	NA	NA	85195	82
NZ_CP099353	P11	49	4	0.037	2.7	2.3	NA	NA	NA	NA	94247	107
NZ_CP011430	P11	49	5	0.047	3.2	2.8	NA	NA	NA	NA	88949	106
NZ_CP032497	P11	49	5	0.053	3.2	2.8	NA	NA	NA	NA	74729	94
NZ_CP035549	P11	49	5	0.048	3.2	2.8	NA	NA	NA	NA	88898	105
NZ_CP100711	P11	49	5	0.053	3.2	2.8	NA	NA	NA	NA	77896	95
NZ_CP100729	P11	49	5	0.048	3.2	2.8	NA	NA	NA	NA	83642	104
NZ_CP053050	P11	49	1	0.017	0.8	0.8	NA	NA	NA	NA	54008	60
NZ_CP027309	P11	49	5	0.045	3.2	2.8	NA	NA	NA	NA	93724	111
NZ_AP022217	P11	49	5	0.046	3.2	2.8	NA	NA	NA	NA	92332	108
NZ_CP047013	P11	49	3	0.028	1.8	1.6	NA	NA	NA	NA	93419	106
NZ_CP093921	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	90296	106
NZ_CP086503	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	90296	106
NZ_CP086493	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	89996	106
NZ_CP086483	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	89996	106
NZ_CP086473	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	89996	106
NZ_CP086513	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	90446	106
NZ_CP121358	P11	49	5	0.045	3.2	2.8	NA	NA	NA	NA	94075	111
NZ_CP050999	P11	49	5	0.053	3.2	2.8	NA	NA	NA	NA	74525	94
NZ_CP092628	P11	49	5	0.047	3.2	2.8	NA	NA	NA	NA	92361	106
NZ_CP092511	P11	49	5	0.047	3.2	2.8	NA	NA	NA	NA	92361	107
NZ_CP092691	P11	49	5	0.047	3.2	2.8	NA	NA	NA	NA	92357	107
NZ_CP058787	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	92052	106
NZ_LT906557	P11	49	1	0.01	0.9	0.8	NA	NA	NA	NA	89743	103
NZ_CP067430	P11	49	4	0.039	2.7	2.3	NA	NA	NA	NA	92972	102
NZ_CP031917	P11	49	4	0.034	2.7	2.3	NA	NA	NA	NA	95228	119
NZ_AP018804	P11	49	4	0.037	2.7	2.3	NA	NA	NA	NA	92925	108
NZ_CP081308	P11	49	5	0.048	3.2	2.8	NA	NA	NA	NA	90661	105
NZ_CP066033	P11	49	5	0.047	3.2	2.8	NA	NA	NA	NA	97453	107
NZ_CP074704	P11	49	3	0.028	2.2	1.9	NA	NA	NA	NA	95167	106
NZ_CP032492	P11	49	5	0.048	3.2	2.8	NA	NA	NA	NA	90686	105
NZ_CP058619	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	91318	106
NZ_CP029365	P11	49	4	0.041	2.7	2.3	NA	NA	NA	NA	89248	98
NZ_CP058654	P11	49	4	0.041	2.7	2.3	NA	NA	NA	NA	89623	98
NZ_CP058659	P11	49	4	0.041	2.7	2.3	NA	NA	NA	NA	89623	97
NZ_CP043277	P11	49	4	0.041	2.7	2.3	NA	NA	NA	NA	89248	98
NZ_CP020051	P11	49	3	0.03	2.2	1.9	NA	NA	NA	NA	91291	101
NZ_CP021720	P11	49	3	0.014	2.2	1.9	NA	NA	NA	NA	216378	219
NZ_CP047663	P11	49	4	0.038	2.7	2.3	NA	NA	NA	NA	90674	104
NZ_CP061103	P11	49	4	0.037	2.7	2.3	NA	NA	NA	NA	92656	107
NZ_CP076307	P11	49	3	0.029	2.2	1.9	NA	NA	NA	NA	86764	102
NZ_CP021537	P11	49	4	0.036	2.7	2.3	NA	NA	NA	NA	97474	110
NZ_CP019263	P11	49	3	0.167	2.4	2.4	NA	NA	NA	NA	24727	18
NZ_CP027129	P11	49	3	0.5	2.9	2.9	NA	NA	NA	NA	5193	6
NZ_CP010131	P11	49	2	0.043	1.2	1.1	NA	NA	NA	NA	56460	46
NZ_CP041112	P11	49	1	0.013	0.7	0.7	NA	NA	NA	NA	87516	79
NZ_CP040928	P11	49	1	0.007	0.7	0.7	NA	NA	NA	NA	163111	150
NZ_CP075724	P11	49	1	0.011	0.7	0.7	NA	NA	NA	NA	91697	94
NZ_CP047473	P11	49	1	0.011	0.7	0.7	NA	NA	NA	NA	97200	92
NZ_CP050069	P11	49	1	0.011	0.7	0.7	NA	NA	NA	NA	88962	89
NZ_CP035876	P11	49	2	0.018	1.4	1.1	NA	NA	NA	NA	96149	114
NZ_AP019805	P11	49	2	0.018	1.4	1.1	NA	NA	NA	NA	93491	111
NZ_CP095127	P11	49	3	0.029	1.8	1.6	NA	NA	NA	NA	94223	104
NZ_CP116989	P11	49	3	0.029	1.8	1.6	NA	NA	NA	NA	92487	103
NZ_CP091837	P11	49	3	0.037	1.8	1.6	NA	NA	NA	NA	76063	81
NZ_CP032875	P11	49	3	0.027	1.8	1.6	NA	NA	NA	NA	92538	112
NZ_CP022228	P11	49	3	0.027	1.8	1.6	NA	NA	NA	NA	92538	112
NZ_CP028585	P11	49	3	0.027	1.8	1.6	NA	NA	NA	NA	92537	113
NZ_CP117014	P11	49	2	0.018	1.4	1.1	NA	NA	NA	NA	95886	110
NZ_LR882992	P11	49	1	0.008	0.9	0.7	NA	NA	NA	NA	109318	124
NZ_CP010882	P11	49	3	0.025	1.4	1.3	NA	NA	NA	NA	122966	120
NZ_CP014498	P11	49	3	0.016	1.4	1.3	NA	NA	NA	NA	209768	192
NZ_CP015140	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	129154	123
NZ_CP015070	P11	49	3	0.027	1.4	1.3	NA	NA	NA	NA	111851	112
NZ_CP015914	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	129035	123
NZ_CP018105	P11	49	3	0.048	1.4	1.3	NA	NA	NA	NA	67946	63
NZ_CP018117	P11	49	3	0.048	1.4	1.3	NA	NA	NA	NA	67946	63
NZ_CP018123	P11	49	3	0.048	1.4	1.3	NA	NA	NA	NA	67946	63
NZ_CP018111	P11	49	3	0.047	1.4	1.3	NA	NA	NA	NA	67946	64
NZ_CP018207	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	113140	98
NZ_CP018947	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	143972	141
NZ_CP018952	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	132345	131
NZ_CP018969	P11	49	3	0.034	1.4	1.3	NA	NA	NA	NA	82364	88
NZ_CP018982	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	100168	98
NZ_CP019028	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	147346	142
NZ_CP018998	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	99006	107
NZ_CP019009	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	130905	135
NZ_CP020117	P11	49	3	0.027	1.4	1.3	NA	NA	NA	NA	107210	112
NZ_CP021180	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	135720	131
NZ_CP034956	P11	49	3	0.034	1.4	1.3	NA	NA	NA	NA	98397	88
NZ_CP021690	P11	49	3	0.019	1.4	1.3	NA	NA	NA	NA	163045	157
NZ_CP021871	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	134899	131
NZ_CP023816	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	145883	142
NZ_CP024831	P11	49	3	0.015	1.4	1.3	NA	NA	NA	NA	216181	205
NZ_CP024816	P11	49	3	0.017	1.4	1.3	NA	NA	NA	NA	176274	178
NZ_CP024863	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	139059	134
NZ_CP024805	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	111310	98
NZ_CP025708	P11	49	3	0.017	1.4	1.3	NA	NA	NA	NA	184098	180
NZ_CP026474	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	107229	96
NZ_CP027537	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	100279	105
NZ_CP020519	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	120667	106
NZ_CP028576	P11	49	3	0.025	1.4	1.3	NA	NA	NA	NA	112422	119
NZ_CP029580	P11	49	3	0.017	1.4	1.3	NA	NA	NA	NA	178078	176
NZ_CP028484	P11	49	3	0.025	1.4	1.3	NA	NA	NA	NA	128911	121
NZ_CP042974	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	117296	102
NZ_CP042900	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	117296	102
NZ_CP042902	P11	49	3	0.032	1.4	1.3	NA	NA	NA	NA	113908	93
NZ_CP032202	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	140509	139
NZ_CP032258	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	128033	126
NZ_CP033400	P11	49	3	0.036	1.4	1.3	NA	NA	NA	NA	91652	84
NZ_CP033847	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	143865	135
NZ_CP023854	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	135053	136
NZ_CP023827	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	125877	128
NZ_CP023845	P11	49	3	0.017	1.4	1.3	NA	NA	NA	NA	181324	173
NZ_CP035478	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	149312	147
NZ_CP034396	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	134635	131
NZ_CP034401	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	134611	135
NZ_CP035517	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	149317	149
NZ_CP035468	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	151747	151
NZ_CP036244	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	146792	148
NZ_CP020496	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	120668	106
NZ_CP040398	P11	49	3	0.037	1.4	1.3	NA	NA	NA	NA	98470	81
NZ_CP029422	P11	49	3	0.033	1.4	1.3	NA	NA	NA	NA	89323	90
NZ_CP045279	P11	49	3	0.039	1.4	1.3	NA	NA	NA	NA	82182	77
NZ_CP041338	P11	49	3	0.019	1.4	1.3	NA	NA	NA	NA	161372	156
NZ_CP048345	P11	49	3	0.04	1.4	1.3	NA	NA	NA	NA	97111	75
NZ_CP048377	P11	49	3	0.045	1.4	1.3	NA	NA	NA	NA	86996	66
NZ_CP043407	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	122112	137
NZ_CP047406	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	142890	140
NZ_CP054941	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	142890	141
NZ_CP054220	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	128954	127
NZ_CP054237	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	131660	132
NZ_AP023225	P11	49	3	0.032	1.4	1.3	NA	NA	NA	NA	108281	94
NZ_AP023238	P11	49	3	0.034	1.4	1.3	NA	NA	NA	NA	93649	88
NZ_CP050041	P11	49	3	0.041	1.4	1.3	NA	NA	NA	NA	89748	73
NZ_AP021999	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	105864	96
NZ_AP022033	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	105867	96
NZ_AP022045	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	148598	148
NZ_AP022065	P11	49	3	0.023	1.4	1.3	NA	NA	NA	NA	134864	131
NZ_AP022178	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	123262	104
NZ_CP058620	P11	49	3	0.044	1.4	1.3	NA	NA	NA	NA	67321	68
NZ_AP022535	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	101966	106
NZ_AP022550	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	88121	97
NZ_CP048011	P11	49	3	0.045	1.4	1.3	NA	NA	NA	NA	76937	67
NZ_CP069455	P11	49	3	0.1	1.4	1.3	NA	NA	NA	NA	34826	30
NZ_CP069560	P11	49	3	0.046	1.4	1.3	NA	NA	NA	NA	67959	65
NZ_CP069974	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	136429	127
NZ_CP069982	P11	49	3	0.025	1.4	1.3	NA	NA	NA	NA	116491	121
NZ_CP070008	P11	49	3	0.016	1.4	1.3	NA	NA	NA	NA	198318	188
NZ_CP063333	P11	49	3	0.033	1.4	1.3	NA	NA	NA	NA	109936	90
NZ_CP063343	P11	49	3	0.025	1.4	1.3	NA	NA	NA	NA	117739	118
NZ_CP063516	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	149434	146
NZ_CP072982	P11	49	3	0.035	1.4	1.3	NA	NA	NA	NA	81323	85
NZ_CP073770	P11	49	3	0.049	1.4	1.3	NA	NA	NA	NA	64665	61
NZ_CP072859	P11	49	3	0.027	1.4	1.3	NA	NA	NA	NA	116735	113
NZ_CP075057	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	108031	103
NZ_CP076694	P11	49	3	0.02	1.4	1.3	NA	NA	NA	NA	146805	151
NZ_CP076529	P11	49	3	0.044	1.4	1.3	NA	NA	NA	NA	67321	68
NZ_CP080372	P11	49	3	0.034	1.4	1.3	NA	NA	NA	NA	97614	88
NZ_CP081307	P11	49	3	0.034	1.4	1.3	NA	NA	NA	NA	98473	88
NZ_CP082121	P11	49	3	0.03	1.4	1.3	NA	NA	NA	NA	109135	101
NZ_CP085190	P11	49	3	0.035	1.4	1.3	NA	NA	NA	NA	93120	86
NZ_CP087571	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	151915	144
NZ_CP090450	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	106761	103
NZ_CP051662	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	148312	137
NZ_CP051665	P11	49	3	0.021	1.4	1.3	NA	NA	NA	NA	157396	142
NZ_CP054166	P11	49	3	0.019	1.4	1.3	NA	NA	NA	NA	165243	154
NZ_CP092450	P11	49	3	0.041	1.4	1.3	NA	NA	NA	NA	91489	73
NZ_CP092453	P11	49	3	0.043	1.4	1.3	NA	NA	NA	NA	86914	69
NZ_CP095128	P11	49	3	0.047	1.4	1.3	NA	NA	NA	NA	64118	64
NZ_CP097183	P11	49	3	0.048	1.4	1.3	NA	NA	NA	NA	64527	62
NZ_CP097368	P11	49	3	0.027	1.4	1.3	NA	NA	NA	NA	122671	113
NZ_CP098220	P11	49	3	0.03	1.4	1.3	NA	NA	NA	NA	103564	101
NZ_CP116914	P11	49	3	0.043	1.4	1.3	NA	NA	NA	NA	89725	69
NZ_CP116911	P11	49	3	0.043	1.4	1.3	NA	NA	NA	NA	89725	69
NZ_CP116930	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	121841	106
NZ_CP101618	P11	49	3	0.048	1.4	1.3	NA	NA	NA	NA	72929	63
NZ_CP075732	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	115794	106
NZ_CP101867	P11	49	3	0.031	1.4	1.3	NA	NA	NA	NA	106681	98
NZ_CP117009	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	122030	106
NZ_CP102948	P11	49	3	0.033	1.4	1.3	NA	NA	NA	NA	105437	91
NZ_CP103763	P11	49	3	0.024	1.4	1.3	NA	NA	NA	NA	128773	123
NZ_CP103523	P11	49	3	0.039	1.4	1.3	NA	NA	NA	NA	82867	77
NZ_CP104847	P11	49	3	0.029	1.4	1.3	NA	NA	NA	NA	92732	102
NZ_CP104849	P11	49	3	0.032	1.4	1.3	NA	NA	NA	NA	85007	95
NZ_CP107722	P11	49	2	0.015	0.9	0.8	NA	NA	NA	NA	142386	132
NZ_CP095522	P11	49	3	0.037	1.4	1.3	NA	NA	NA	NA	67887	81
NZ_CP116146	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	107932	107
NZ_CP116182	P11	49	3	0.028	1.4	1.3	NA	NA	NA	NA	107932	106
NZ_CP116481	P11	49	3	0.022	1.4	1.3	NA	NA	NA	NA	138420	135
NZ_CP116901	P11	49	3	0.032	1.4	1.3	NA	NA	NA	NA	103554	93
NZ_CP053663	P11	49	3	0.008	1.4	1.3	NA	NA	NA	NA	340412	364
NZ_CP123014	P11	49	3	0.032	1.4	1.3	NA	NA	NA	NA	107858	95
NZ_CP123019	P11	49	3	0.04	1.4	1.3	NA	NA	NA	NA	83900	75
